Spectroscopic evidence of odd frequency superconducting order
Fermi arc plasmons in Weyl semimetals
Water Permeation through Layered Graphene-based Membranes: A Fully  Atomistic Molecular Dynamics Investigation
Fine Tuning of Optical Transition Energy of Twisted Bilayer Graphene via  Interlayer Distance Modulation
Simulating the interaction between a falling super-quadric object and a  soap film
Highly responsive ground state of PbTaSe$_2$: structural phase  transition and evolution of superconductivity under pressure
Comparison of different bonding techniques for efficient strain transfer  using piezoelectric actuators
Optical selection rules for excitonic Rydberg series in the massive  Dirac cones of hexagonal 2D materials
Generic Dynamical Phase Transition in One-Dimensional Bulk-Driven  Lattice Gases with Exclusion
A new magnetic phase in the nickelate perovskite TlNiO$_3$
Spin-polarized current in non-collinear antiferromagnets
Counterintuitive Reconstruction of the Polar O-Terminated ZnO Surface  With Zinc Vacancies and Hydrogen
Excitonic linewidth approaching the homogeneous limit in MoS2 based van  der Waals heterostructures : accessing spin-valley dynamics
Room-temperature 1.54 $μ$m photoluminescence of Er:O$_x$ centers at  extremely low concentration in silicon
Intrusion and extrusion of a liquid on nanostructured surfaces
Effective equilibrium states in the colored-noise model for active  matter II. A unified framework for phase equilibria, structure and mechanical  properties
Singlet ground state in the spin-$1/2$ weakly coupled dimer compound  NH$_4$[(V$_2$O$_3$)$_2$(4,4$^\prime$-$bpy$)$_2$(H$_2$PO$_4$)(PO$_4$)$_2$]$\cdot$0.5H$_2$O
Pressure-dependent Semiconductor to Semimetal and Lifshitz transitions  in 2H-MoTe$_2$: Raman and First-principles studies
Probing the local nature of excitons and plasmons in few-layer MoS2
Micromechanics of dislocations in solids: $J$-, $M$-, and $L$-integrals  and their fundamental relations
Pore ordering in mesoporous matrices induced by different directing  agents
Ab initio dynamical exchange interactions in frustrated  anti-ferromagnets
Holographic spin networks from tensor network states
Non-linear conductivity of metals from real-time quantum simulations
Evolution of Nagaoka phase with kinetic energy frustrating hoppings
Effect of surface morphology and magnetic impurities on the electronic  structure in cobalt-doped BaFe2As2 superconductors
Charge diffusion in the one-dimensional Hubbard model
Tuning the p-type Schottky barrier in 2D metal/semiconductor interface:  boron-sheet/\mose, and /\wse
Many-Body Localization Transition, Temporal Fluctuations of the  Loschmidt Echo, and Scrambling
Self-consistent generalized Langevin equation theory of the dynamics of  multicomponent atomic liquids
Effect of long-range interaction on graphene edge magnetism
Nonequilibrium Work and its Hamiltonian Connection for a Microstate in  Nonequilibrium Statistical Thermodynamics: A Case of Mistaken Identity
Nanoscratching of iron: a novel approach to characterize dislocation  microstructures
Versatile Strain-Tuning of Modulated Long-Period Magnetic Structures
Interferometry of Klein tunnelling electrons in graphene quantum rings
Absence of magnetism in the superconductor Ba2Ti2Fe2As4O: Insights from  inelastic neutron scattering measurements and ab initio calculations of  phonon spectra
Interpolation between low and high temperatures of the specific heat for  spin systems
Thermal ratchet effect in confining geometries
Pseudorandom binary injection of levitons for electron quantum optics
Thermal Hall conductivity in the spin-triplet superconductor with broken  time-reversal symmetry
Universality of density of states in configuration space
Thermal analysis and SANS characterisation of hybrid materials for  biomedical applications
Universal scaling in the Knight shift anomaly of doped periodic Anderson  model
Low-Symmetry Two-Dimensional Materials for Electronic and Photonic  Applications
Conductance oscillations in Chern insulator junctions: valley-isospin  dependence and Aharonov-Bohm effects
A majority gate with chiral magnetic solitons
Record statistics of a strongly correlated time series: random walks and  Lévy flights
Dirac fermions in borophene
Parameterisation of non-collinear energy landscapes in itinerant magnets
Impact of antiferromagnetism on the optical properties of rare earth  nickelates
Atomic-scale origin of dynamic viscoelastic response and creep in  disordered solids
Edge-of-edge States
Electrostatics of Patchy Surfaces
Crossing and anti-crossing effects of polaritons in a  magnetic-semiconductor superlattice influenced by an external magnetic field
Revealing Hidden Antiferromagnetic Correlations in Doped Hubbard Chains  via String Correlators
Exotic phase transition and superconductivity in layered  titanium-oxypnictides implied by a computational phonon analysis
Microscopic theory of magnetic detwinning in iron-based superconductors  with large-spin rare earths
Phase ordering kinetics of a nonequilibrium exciton-polariton condensate
A simple derivation of the exact quasiparticle theory and its extension  to arbitrary initial excited eigenstates
Active Brownian particles at interfaces: An effective equilibrium  approach
Multiscale Surface-Attached Hydrogel Thin Films with Tailored  Architecture
Dislocation mediated plastic flow in aluminum: comparison between theory  and experiment
Boundary-bulk relation in topological orders
Enhanced IR Light Absorption in Group IV-SiGeSn Core-Shell Nanowires
Direct Measurement of Strain-dependent Solid Surface Stress
High-field magnetization and magnetic phase diagram of  $α$-Cu$_{2}$V$_{2}$O$_{7}$
Magnetic phase diagram of Eu$_2$CuSi$_3$ derived from thermal expansion  and magnetostriction studies
The Jain-2/5 parent Hamiltonian: structure of zero modes, dominance  patterns, and zero mode generators
High-Pressure Synthesis and Characterization of $β$-GeSe - A  Semiconductor with Six-Rings in an Uncommon Boat Conformation
Point-contact spectroscopy of superconducting YBaCuO single crystals of  tetragonal modification
Orbiton-Phonon coupling in Ir5+(5d4) double perovskite Ba2YIrO6
High-pressure phases of group II difluorides: polymorphism and  superionicity
Convergence of Stochastic Approximation Monte Carlo and modified  Wang-Landau algorithms: Tests for the Ising model
Anomalous dissipation of nanomechanical modes going through nonlinear  resonance
Influence of thermal boundary conditions on the current-driven resistive  transition in $\mathbf{VO_2}$ microbridges
Adsorption and desorption of hydrogen at nonpolar GaN(1-100) surfaces:  Kinetics and impact on surface vibrational and electronic properties
Two-temperature equations of state for d-band metals irradiated by  femtosecond laser pulses
Reversible oxygen vacancies doping in (La$_{0.7}$,Sr$_{0.3}$)MnO$_3$  microbridges by combined self-heating and electromigration
Beyond Navier--Stokes equations: Capillarity of ideal gas
Magnon Condensation and Spin Superfluidity
Quantum transport in graphene Hall bars: Effects of side gates
3-Wave Mixing Josephson Dipole Element
Heterogeneous morphology and dynamics of polyelectrolyte brush  condensates in trivalent counterion solution
Quantitative investigation of the inverse Rashba-Edelstein effect in  Bi/Ag and Ag/Bi on YIG
Majorana Zero-Modes in a Two-Dimensional $p$-Wave Superconductor
Re-examining the Statistical Mechanics of an Interacting Bose Gas
Free energy calculation of mechanically unstable but dynamically  stabilized bcc titanium
Method for determining optimal supercell representation of interfaces
Fermi edge singularities in transport through lateral GaAs quantum dots
Mechanical Wave Propagation within Nanogold Granular Crystals
Field dependent neutron diffraction study in Ni50Mn38Sb12 Heusler alloy
On the origin of the shallow and "replica" bands in FeSe monolayer  superconductors
Linear magnetoresistance and surface to bulk coupling in topological  insulator thin films
Light-enhanced electron-phonon coupling from nonlinear electron-phonon  coupling
Spin qubit manipulation of acceptor bound states in group IV quantum  wells
Polarized photoluminescence clocks ultrafast pseudospin relaxation in  graphene
Water confined between graphene layers: the case for a square ice
Superconducting and ferromagnetic phase diagram of UCoGe probed by  thermal expansion
Enhanced Spin Conductance of a Thin-Film Insulating Antiferromagnet
Electronic structure and magnetic properties of the strong-rung spin-1  ladder compound Rb$_3$Ni$_2$(NO$_3$)$_7$
$h$-AlN-Mg(OH)$_{2}$ vdW Bilayer Heterostructure: Tuning the excitonic  characteristics
Topological phase transitions in Graphene under periodic kicking
Variation along liquid isomorphs of the driving force for  crystallization
Repulsion Between Finite Charged Plates with Strongly Overlapped  Electric Double Layers
Site dilution in SrRuO$_3$: Effects on structural and magnetic  properties
Multiscale modeling of regularly staggered carbon fibers embedded in  nano-reinforced composites
A Monte Carlo wavefunction description of losses in a 1D Bose gas and  cooling to the ground state by quantum feedback
Evolution of structure, magnetism and electronic transport in doped  pyrochlore iridate Y$_2$Ir$_{2-x}$Ru$_{x}$O$_7$
Strong magnetic frustration in Y$_{3}$Cu$_{9}$(OH)$_{19}$Cl$_{8}$: a  distorted kagome antiferromagnet
Wave-nature and metastability of emergent crystals in chiral magnets
Brownian ratchets: How stronger thermal noise can reduce diffusion
Viscosity of a sheared correlated (near-critical) model fluid in  confinement
Giant magnetoresistance and structure of electrodeposited Co/Cu  multilayers: the influence of layer thicknesses and Cu deposition potential
Time-domain Brillouin scattering for the determination of laser-induced  temperature gradients in liquids
Phonon-drag magnetoquantum oscillations in graphene
Physical properties of a candidate quantum spin-ice system Pr2Hf2O7
Mechanical Properties and Fracture Patterns of Graphene (Graphitic)  Nanowiggles
Revisiting the problem of a crack impinging on an interface: a modeling  framework for the interaction between the phase field approach for brittle  fracture and the interface cohesive zone model
Analysis of the Mean Field Free Energy Functional of Electrolyte  Solution with Non-zero Boundary Conditions and the Generalized PB/PNP  Equations with Inhomogeneous Dielectric Permittivity
Exploring the microstructure manifold: image texture representations  applied to ultrahigh carbon steel microstructures
High-pressure optical floating-zone growth of Li(Mn,Fe)PO$_4$ single  crystals
Band Structure, Band Offsets, Substitutional Doping, and Schottky  Barriers in InSe
Temperature Dependence of Electrical Characteristics of Carbon Nanotube  Field-Effect Transistors: A Quantum Simulation Study
Gyrator operation using Josephson mixers
Single-particle emission at finite temperatures
Graphene Transport Mediated by Micropatterned Substrates
Bi Substitution Effects on Superconductivity of Valence-Skip  superconductor AgSnSe2
Coulomb engineering of the bandgap in 2D semiconductors
Reply to the correspondence of Drummond and Brand [arXiv:1610.07633]
Direction-Dependent Stability of skyrmion lattice in helimagnets induced  by Exchange Anisotropy
Fabrication of Atomically Precise Nanopores in Hexagonal Boron Nitride
Electron scattering in tantalum monoarsenide
Combination of equilibrium and non-equilibrium carrier statistics into  an atomistic quantum transport model for tunneling hetero-junctions
High Photocurrent in Gated Graphene-Silicon Hybrid Photodiodes
The Tian Pseudo-Atom Method
Anomalous enhancement of nanodiamond luminescence upon heating
High-efficiency spontaneous terahertz emission from electrically-excited  plasmons in AlGaN/GaN two-dimensional electron gas
"Internal" coherent effects in HTS-normal metal point contacts
Concurrent factors determine toughening in the hydraulic fracture of  poroelastic composites
A model for time-dependent grain boundary diffusion of ions and  electrons through a film or scale, with an application to alumina
Characterizing Destructive Quantum Interference in Electron Transport
Quantum spin liquid with 7 elementary particles
Deep learning and the Schrödinger equation
Solving Moment Hierarchies for Chemical Reaction Networks
Atomic Order in Non-Equilibrium Silicon-Germanium-Tin Semiconductors
First-Principles Momentum Dependent Local Ansatz Approach to the  Momentum Distribution Function in Iron-Group Transition Metals
Topological crystalline antiferromagnetic state in tetragonal FeS
Spin-polarized transport in helical membranes due to spin-orbit coupling
Thermal field theory of bosonic gases with finite-range effective  interaction
Fluctuating hydrodynamics and the Brownian motion of an active colloid  near a wall
Structure of Liquid Nitromethane: Comparison of Simulation and  Diffraction Studies
Analytical theory of many-body localization in the presence of periodic  drive
Forces on rigid inclusions in elastic media and resulting  matrix-mediated interactions
Chiral Spin Condensation in a One-Dimensional Optical Lattice
Exciton Transfer in Array of Epitaxially Connected Nanocrystals
Momentum-Space Electromagnetic Induction in Weyl Semimetals
Growth of AlGaN under the conditions of significant gallium evaporation:  phase separation and enhanced lateral growth
A thermodynamic theory of filamentary resistive switching
A Blocked Linear Method for Optimizing Large Parameter Sets in  Variational Monte Carlo
Thickness-dependent electronic and magnetic properties of  $γ'$-Fe$_{\mathrm 4}$N atomic layers on Cu(001)
Interface control of ferroelectricity in a SrRuO3/BaTiO3/SrRuO3  capacitor and its critical thickness
Diffusion-driven self-assembly of rod-like particles: Monte Carlo  simulation on a square lattice
Inverse statistical problems: from the inverse Ising problem to data  science
Entanglement in topological systems
Microwave Photodetection in an Ultraclean Suspended Bilayer Graphene pn  Junction
On the oxidation state of titanium in titanium dioxide
Theory of non-retarded ballistic surface plasma waves in metal films
p-wave triggered superconductivity in single layer graphene on an  electron-doped oxide superconductor
Emerging Quantum Hall Effect in Massive Dirac Systems
First principle and tight-binding study of strained SnC
Ferroelectric glass of spheroidal dipoles with impurities: Polar  nanoregions, response to applied electric field, and ergodicity breakdown
Effective-range dependence of resonant Fermi gases
Microstructural model for cyclic hardening in F-actin networks  crosslinked by $α$-actinin
Holographic encoding of universality in corner spectra
On the application of Mattis-Bardeen theory in strongly disordered  superconductors
Spin-anisotropic magnetic impurity in a Fermi gas: poor man's scaling  equation integration
Characterizing time-irreversibility in disordered fermionic systems by  the effect of local perturbations
The role of the peptides in enzymes at the origin of live
Effect of structural disorder on quantum oscillations in graphite
Temperature induced phase transition from cycloidal to collinear  antiferromagnetism in multiferroic Bi$_{0.9}$Sm$_{0.1}$FeO$_3$ driven by  $f$-$d$ induced magnetic anisotropy
Direct cavity detection of Majorana pairs
Anomalous transport effects on switching currents of graphene-based  Josephson junctions
The exchange-only singlet-only spin qubit
Gapped spin-1/2 spinon excitations in a new kagome quantum spin liquid  compound Cu$_3$Zn(OH)$_6$FBr
Evidence for a Field-induced Quantum Spin Liquid in $α$-RuCl$_3$
Path-integral Monte Carlo simulation of time-reversal noninvariant bulk  systems with a case study of rotating Yukawa gases
Large Enhancement of Electronic Thermal Conductivity and Lorenz Number  in Topological Insulator Bi2Te2Se Thin Films
Quenches from gaussian bosons to Tonks-Girardeau gas: stationary states  and effects of a confining potential
Polarimetric analysis of stress anisotropy in nanomechanical silicon  nitride resonators
An experimentally accessible quality factor for Majorana wires
Magnetic phases of spin-1 lattice gases with random interactions
Spin resonance under topological driving fields
Signatures of the Mott transition in the antiferromagnetic state of the  two-dimensional Hubbard model
Trimming the Independent Fat: Sufficient Statistics, Mutual Information,  and Predictability from Effective Channel States
Metal-insulator-metal transition in NdNiO3 films capped by CoFe2O4
Quantum spin dynamics of the axial antiferromagnetic spin-$\frac{1}{2}$  XXZ chain in a longitudinal magnetic field
Switching Chiral Solitons for Algebraic Operation of Topological  Quaternary Digits
Ferromagnetism in chiral multilayer 2D semimetals
Thermal stiffening of clamped elastic ribbons
Electronics and optoelectronics of quasi-one dimensional layered  transition metal trichalcogenides
Resonant spin transfer torque nano-oscillators
Linear magnetoelectric effect as a signature of long-range collinear  antiferromagnetic ordering in the frustrated spinel CoAl2O4
A topological transistor of waves via the Euler characteristic
Quantitative Nanoscale Mapping of Three-Phase Thermal Conductivities in  Filled Skutterudites via Scanning Thermal Microscopy
Start-up inertia as an origin for heterogeneous flow
A Fast Image Simulation Algorithm for Scanning Transmission Electron  Microscopy
Josephson effect in a multi-orbital model for Sr$_{2}$RuO$_{4}$
Distinct evolutions of Weyl fermion quasiparticles and Fermi arcs with  bulk band topology in Weyl semimetals
Calibrating High Intensity Absorption Imaging of Ultracold Atoms
Ginzburg-Landau approximation for self-sustained oscillators weakly  coupled on complex directed graphs
Nonequilibrium dynamics in the one-dimensional Fermi-Hubbard model: A  comparison of the nonequilibrium Green functions approach and the density  matrix renormalization group method
Topology Optimized and 3D Printed Polymer Bonded Permanent Magnets for a  Predefined External Field
Large room temperature spin-to-charge conversion signals in a few-layer  graphene/Pt lateral heterostructure
Local photo-excitation of shift current in noncentrosymmetric systems
Crystalline Electric Field Randomness in the Triangular Lattice  Spin-Liquid YbMgGaO$_4$
Annealing of Au, Ag and Au-Ag alloy nanoparticle arrays on GaAs (100)  and (111)B
Role of length-polydispersity on the phase behavior of freely-rotating  hard-rectangle fluid
Polyomino Models of Surface Supramolecular Assembly: Design Constraints  and Structural Selectivity
Phase diagram of the triangular-lattice Potts antiferromagnet
Construction of crystal structure prototype database: methods and  applications
Hot Carrier Transportation Dynamics in InAs/GaAs Quantum Dot Solar Cell
Giant-spin nonlinear response theory of magnetic nanoparticle  hyperthermia: a field dependence study
Two-body problem for two-dimensional electrons in Bernervig-Hughes-Zhang  model
Symmetry Analysis of Spin-Dependent Electric Dipole and Its Application  to Magnetoelectric Effects
Interaction-induced two-photon edge states in extended Hubbard model  realized in a cavity array
Overcoming limits to near-field radiative heat transfer in uniform  planar media through multilayer optimization
Topological Charge/spin density Wave in InAs/GaSb Quantum Wells under an  In-plane Magnetic Field
Localized Stress Fluctuations Drive Shear Thickening in Dense  Suspensions
Contact-less characterizations of encapsulated graphene p-n junctions
Transmission XMCD-PEEM imaging of an engineered vertical FEBID cobalt  nanowire with a domain wall
Anomalous temperature evolution of the electronic structure of FeSe
Fokker-Planck formalism approach to Kibble-Zurek scaling laws and  non-equilibrium dynamics
Polymer brush collapse under shear flow
Suppression of magnetic order in CaCo$_{1.86}$As$_{2}$ with Fe  substitution: Magnetization, neutron diffraction, and x-ray diffraction  studies of Ca(Co$_{1-x}$Fe$_{x}$)$_{y}$As$_{2}$
Strong Landau-quantization effects in high-magnetic-field  superconductivity of a two-dimensional multiple-band metal near the Lifshitz  transition
Kondo lattice heavy fermion behavior in CeRh2Ga2
A scanning gate microscope for cold atomic gases
Structure--property relationships of cell clusters in biotissues: 2D  analysis
Cheshire charge in (3+1)-D topological phases
Critical behaviour in one dimension: unconventional pairing, phase  separation, BEC-BCS crossover and magnetic Lifshitz transition
Quantum spin fluctuations in the bulk insulating state of pure and  Fe-doped SmB6
Possible hundredfold enhancement in the direct magnetic coupling of a  single atomic spin to a circuit resonator
Dispersive optical detection of magnetic Feshbach resonances in  ultracold gases
Novel magnesium borides and their superconductivity
Elastohydrodynamics for soft solids with surface roughness: transient  effects
Critical exponents and amplitudes of analytical equation of state
About paradox of negativity of specific heat of the system in thermostat
Annihilation of Domain Walls in a Ferromagnetic Wire
Tunable Superconducting Qubits with Flux-Independent Coherence
Photodetectors based on junctions of Two-Dimensional Transition metal  dichalcogenides
Aging effects of dodecagonal quasicrystal formed in Mn-Cr-Ni-Si alloys
Magnon-polaron transport in magnetic insulators
Fano Resonance in a cavity-reflector hybrid system
Low-Temperature Microwave Properties of Biaxial YAlO3
Quantum oscillation studies of topological semimetal candidate ZrGeM  (M=S, Se, Te)
Effect of Rashba splitting on RKKY interaction in topological insulator  thin films
Giant microwave-induced $B$-periodic magnetoresistance oscillations in a  two-dimensional electron gas with a bridged-gate tunnel point contact
Resonant current in coupled inertial Brownian particles with  delayed-feedback control
N- and p-type carrier injections into WSe2 with van der Waals contacts  of two-dimensional materials
Absence of long range order in the frustrated magnet SrDy$_2$O$_4$ due  to trapped defects from a dimensionality crossover
Estimating the Critical Parameters of the Hard Square Lattice Gas Model
Structural, electronic, and optical properties of the C-C complex in  bulk silicon from first principles
Luttinger parameter of quasi-one-dimensional para-H2
Propagating edge states in strained honeycomb lattices
Dynamics of Network Fluids
A Microscopic Perspective on Photovoltaic Reciprocity in Ultrathin Solar  Cells
Decoupling of graphene from Ni(111) via oxygen intercalation
Excitonic effects in third harmonic generation: the case of carbon  nanotubes and nanoribbons
Switchable valley filter based on a graphene $p$-$n$ junction in a  magnetic field
Multifaceted impact of a surface step on superconductivity in atomically  thin films
Diverging time scale in the dimensional crossover for liquids in strong  confinement
A continuum approach to combined $γ/γ'$ evolution and  dislocation plasticity in Nickel-based superalloys
Photo absorption enhancement in strained silicon nanowires: An atomistic  study
Temperature-dependent phonon spectra of magnetic random solid solutions
Odd viscosity in chiral active fluids
Mixing by Unstirring: Hyperuniform Dispersion of Interacting Particles  upon Chaotic Advection
The collapsed tetragonal phase as a strongly covalent and fully  nonmagnetic state: persistent magnetism with interlayer As-As bond formation  in Rh-doped Ca$_{0.8}$Sr$_{0.2}$Fe$_2$As$_2$
Anomalous Even Denominator Fractional Quantum Hall Plateaus in Confined  Region
Strong paramagnon scattering in single atom Pd contacts
Angle resolved photoemission spectroscopy reveals spin charge separation  in metallic MoSe2 grain boundary
Non-Markovian full counting statistics of cotunneling assisted  sequential tunneling in open quantum systems
Monte Carlo determination of the low-energy constants for a  two-dimensional spin-1 Heisenberg model with spatial anisotropy
Spin-valley skyrmions in graphene at filling factor $ν=-1$
Chaotic dynamics and fractal structures in experiments with cold atoms
Magnetic vortices as localized mesoscopic domain wall pinning sites
A magnetic phase-transition graphene transistor with tunable spin  polarization
Spin Filter Properties of Armchair Graphene Nanoribbons with  Substitutional Fe Atoms
Relative Permittivity in the Electrical Double Layer from Nonlinear  Optics
Molecular Simulation of Thermo-osmotic slip
Scaling of geometric phase versus band structure in cluster-Ising models
Non-local field-like spin-orbit torques in Rashba systems: an ab-initio  study of Ag$_{2}$Bi/Ag/Fe film
Topological protection from exceptional points in Weyl and nodal line  semimetals
Stable high-pressure phases in the H-S system determined by chemically  reacting hydrogen and sulfur
Measuring Majorana non-locality and spin structure with a quantum dot
The theory of parametrically amplified electron-phonon superconductivity
Tuning friction with composite hierarchical surfaces
Reconfigurable magnetic domain wall pinning at the nano-scale using  vortex-generated magnetic fields
Investigation of the complex magnetism in the breathing pyrochlore  LiIn(Cr$_{1-x}$Rh$_x$)$_4$O$_8$
Infrared Topological Plasmons in Graphene
Self-Focusing Skyrmion Racetracks in Ferrimagnets
Fine structure of high-power microwave-induced resistance oscillations
Hall field-induced resistance oscillations in MgZnO/ZnO heterostructures
Magnon Spin-Momentum Locking: Various Spin Vortices and Dirac Magnons in  Noncollinear Antiferromagnets
Hard superconducting gap in InSb nanowires
Scanning Tunneling Potentiometry, Charge Transport and Landauer's  Resistivity Dipole from the Quantum to the Classical Transport Regime
Third nearest neighbor parameterized tight biding model for graphene  nano-ribbons
Magnetic Lifshitz transition and its consequences in multi-band  iron-based superconductors
Understanding low-temperature bulk transport in samarium hexaboride  without relying on in-gap bulk states
Wave-Turbulence Theory of four-wave nonlinear interactions
Microstructural model for calponin stabilization of crosslinked actin  networks
Coupled Atomic Wires in a Synthetic Magnetic Field
Buckling in Armored Droplets
$J_1-J_2$ Square-Lattice Heisenberg Antiferromagnets with 4$d^1$ spins:  AMoOPO$_4$Cl (A = K, Rb)
Entanglement scaling and spatial correlations of the transverse field  Ising model with perturbations
Response Formulae for $n$-point Correlations in Statistical Mechanical  Systems and Application to a Problem of Coarse Graining
Site-Selective Antimony Doping in Arsenic Zigzag Chains of 112-type  Ca1-xLaxFeAs2
Topological Phases in Graphene Nanoribbons: Junction States, Spin  Centers and Quantum Spin Chains
Monte Carlo simulation of quantum Potts model
Enhanced Superconductivity in Close Proximity to the Structural Phase  Transition of Sr1-xBaxNi2P2
Gate Switchable Transport and Optical Anisotropy in 90° Twisted  Bilayer Black Phosphorus
Spin excitations and the Fermi surface of superconducting FeS
A theory for calculating the number density distribution of small  particles on a flat wall from pressure between the two walls
Magnetic Frustration Driven by Itinerancy in Spinel CoV2O4
First-principles high-throughput screening of shape-memory alloys based  on energetic, dynamical, and structural properties
Nonlinear Flexoelectricity in Non-centrosymmetric Crystals
On the nature of the magnetic phase transition in a Weyl semimetal
Valley-polarized magnetoconductivity and particle-hole symmetry breaking  in a periodically modulated $α$-$\mathcal{T}_3$ lattice
Unified modelling of the thermoelectric properties in SrTiO3
Nonexponential spin decay in a quantum kinetic description of the  D'yakonov-Perel' mechanism mediated by impurity scattering
Onset of anomalous diffusion in colloids confined to quasi-monolayers
Coherent control of the dynamics of single quantum-dot exciton qubit in  a cavity
Long-range proximity effect in Nb-based heterostructures induced by a  magnetically inhomogeneous permalloy layer
Thermometry of a deeply degenerate Fermi gas with a Bose-Einstein  condensate
Damped spin excitations in a doped cuprate superconductor with orbital  hybridization
Time-resolved pump-probe signals of a continuously driven quantum dot  affected by phonons
Low quasiparticle coherence temperature in the one band-Hubbard model: A  slave-boson approach
Josephson radiation and shot noise of a semiconductor nanowire junction
Field-induced gapless electron pocket in the superconducting vortex  phase of YNi2B2C as probed by magnetoacoustic quantum oscillations
Quantum Valley Hall Effect in Massive Dirac Systems Coupled to a Scalar  Field
Quantum oscillations of a linear chain of coupled orbits with small  effective masses: the organic metal $θ$-(BETS) 4 CoBr 4 (C 6 H 4 Cl 2 )
Magnetic quantum ratchet effect in (Cd,Mn)Te- and CdTe-based quantum  well structures with a lateral asymmetric superlattice
Transient spin dynamics in a single-molecule magnet
Phase Transitions of the Typical Algorithmic Complexity of the Random  Satisfiability Problem Studied with Linear Programming
A graphene Zener-Klein transistor cooled by a hyperbolic substrate
Unraveling the 3D atomic structure of a suspended graphene/hBN van der  Waals heterostructure
Majorana qubits in topological insulator nanoribbon architecture
Signature of curved QFT effects on the optical properties of deformed  graphene: Curved QFT effects on the optical properties of deformed graphene
Molecular simulations of entangled defect structures around  nanoparticles in nematic liquid crystals
Structural Complexity and Phonon Physics in 2D Arsenenes
Density-functional theory study of ionic inhomogeneity in metal clusters  using SC-ISJM
Magnetic charge injection in spin ice: a new way to fragmentation
In search of invariants for viscous liquids in the density scaling  regime: Investigations of dynamic and thermodynamic moduli
Point-contact spectroscopy of tantalum, molybdenum, and tungsten
Microscopic origin of ideal conductivity in integrable quantum models
Trapped imbalanced fermionic superfluids in one dimension: A variational  approach
Quasiparticle energy in a strongly interacting homogeneous Bose-Einstein  condensate
Nonequilibrium steady states and transient dynamics of conventional  superconductors under phonon driving
Second-order chiral kinetic theory: Chiral magnetic and pseudomagnetic  waves
Glassy quantum dynamics in translation invariant fracton models
Disorder induced transitions in resonantly driven Floquet Topological  Insulators
Electron paramagnetic resonance and photochromism of  $\mathrm{N}_{3}\mathrm{V}^{0}$ in diamond
Modification of microstructure and micromagnetic properties in Gd-Fe  thin films by rapid thermal processing
An instrument for advanced in situ x-ray studies of metal-organic vapor  phase epitaxy of III-nitrides
How strongly do hydrogen and water molecules stick to carbon  nanomaterials?
GHz-Band Integrated Magnetic Inductors
Mechanism of Re precipitation in irradiated W-Re alloys from kinetic  Monte Carlo simulations
Tunable Half-metallic Magnetism in Atom-thin Holey Two-dimensional  C$_2$N Monolayer
Bound States in Nanoscale Graphene Quantum Dots in a Continuous Graphene  Sheet
Cold exciton electroluminescence from air-suspended carbon nanotube  split-gate devices
Massless Dirac Fermions Trapping in a Quasi-one-dimensional npn Junction  of a Continuous Graphene Monolayer
Accurate prediction of multicaloric response and thermodynamics in FeRh
Stacking-dependent electronic property of trilayer graphene epitaxially  grown on Ru(0001)
Mechanical behavior, bonding nature, and defect processes of Mo2ScAlC2:  a new ordered MAX phase
Temperature-dependent optical properties of plasmonic titanium nitride  thin films
Compressing Green's function using intermediate representation between  imaginary-time and real-frequency domains
Sparse modeling approach to analytical continuation of imaginary-time  quantum Monte Carlo data
