Topological semimetal in honeycomb lattice LnSI
Self-Organization of Self-Clearing Beating Patterns in an Array of  Locally Interacting Ciliated Cells Formulated as an Adaptive Boolean Network
Temperature dependent charge transport mechanisms in carbon  sphere/polymer composites
Unravelling brittle fracture statistics out of self-healing patterns  forming during femtosecond laser exposure
How to determine a boundary condition at a thin membrane for diffusion  from experimental data
Properties of In-Plane Graphene/MoS2 Heterojunctions
Stability and onset of two-dimensional viscous fingering in immiscible  fluids
Lyapunov Exponent and Criticality in the Hamiltonian Mean Field Model
Full counting statistics of information content and particle number
Large magnetoresistance and Fermi surface study of Sb$_2$Se$_2$Te single  crystal
Orbital Magnetism of Bloch Electrons III. Application to Graphene
Evaluating the electron density model by applying an imaginary  modification
Majorana dynamical mean-field study of spin dynamics at finite  temperatures in the honeycomb Kitaev model
Perturbative approach to the capacitive interaction between a sensor  quantum dot and a charge qubit
Optical Properties of Bogoliubov Quasiparticles
The Spectral Periodicity of Spinon Continuum in Quantum Spin Ice
Friction of polymers: from PDMS melts to PDMS elastomers
Fano Resonance in a Subwavelength Mie-based Metamolecule with Split Ring  Resonator
Imidazolium Ionic Liquid Mediates Black Phosphorus Exfoliation while  Preventing Phosphorene Decomposition
Comment on LiH as a Li+ and H- ion provider
Controlling the topological sector of magnetic solitons in exfoliated  Cr$_{1/3}$NbS$_2$ crystals
Explicit treatment of hydrogen bonds in the Universal Force Field:  validation and application for Metal-Organic Frameworks, hydrates and  host-guest complexes
Magnetic Transitions under Ultrahigh Magnetic Fields of up to 130 T in  the Breathing Pyrochlore Antiferromagnet LiInCr4O8
Electrical conductivity of silver halide - cadmium halide systems
Local segregation versus irradiation effects in high-entropy alloys:  Steady-state conditions in a driven system
Coupled elasticity in soft solid foams
Modeling Magnetic Anisotropy of Single Chain Magnets in $|d/J| \geq 1$  Regime
Defect entropies and enthalpies in Barium Fluoride
Ferroelectricity in $\mathbf{BiMnO_3}$ Thin Films
Chirality blockade of Andreev reflection in a magnetic Weyl semimetal
Comments on the elastic properties in solid solutions of silver halides
Probing the Nanoskyrmion Lattice on Fe/Ir(111) with Magnetic Exchange  Force Microscopy
On a universal relation for defects in solids
Hole weak anti-localization in a strained-Ge surface quantum well
Exact logarithmic four-point functions in the critical two-dimensional  Ising model
Microscopic Origin of Interfacial Dzyaloshinskii-Moriya Interaction
Observation of oscillatory relaxation in the Sn-terminated surface of  epitaxial rock-salt SnSe $\{111\}$ topological crystalline insulator
Thermoelectric properties of a strongly correlated layer
Magnetoelectronic properties of normal and skewed phosphorene  nanoribbons
Composite symmetry protected topological order and effective models
Symmetry protected topological Luttinger liquids and the phase  transition between them
Electron Mobility in Polarization-doped Al$\mathrm{_{0-0.2}}$GaN with a  Low Concentration Near 10$\mathrm{^{17}}$ cm$\mathrm{^{-3}}$
Landau-level-mixing and the ground state of the 5/2 quantum Hall effect
Experimental determination of phonon thermal conductivity and Lorenz  ratio of single crystal bismuth telluride
Cubine, a superconducting 2-dimensional copper-bismuth nano sheet
Josephson Flux Flow Oscillator: the Microscopic Tunneling Approach
Patterned growth of crystalline Y$_{3}$Fe$_{5}$O$_{12}$ nanostructures  with engineered magnetic shape anisotropy
Correct Brillouin zone and electronic structure of BiPd
Probing Slow Relaxation and Many-Body Localization in Two-Dimensional  Quasi-Periodic Systems
Tunable mode coupling in nano-contact spin torque oscillators
The structure and motion of incoherent Σ3 grain boundaries in FCC  metals
Neutron powder diffraction study on the iron-based nitride  superconductor ThFeAsN
Dynamics of Pure Spin Current in High-frequency Quantum Regime
Parameterization of Stillinger-Weber Potential for Two-Dimensional  Atomic Crystals
Synergetic effect of spin-orbit coupling and Zeeman splitting on the  optical conductivity in the one-dimensional Hubbard model
Tuning Interfacial Ferromagnetism in LaNiO$_3$/CaMnO$_3$ Superlattices  by Stabilizing Non-Equilibrium Crystal Symmetry
Role of polar compensation in interfacial ferromagnetism of  LaNiO$_3$/CaMnO$_3$ superlattices
Model microswimmers in channels with varying cross section
Electron Transport and Thermoelectric Performance of Defected Monolayer  MoS2
Energetics of native point defects in GaN: a density-functional study
Anisotropic Dielectric Relaxation in Single Crystal H$_{2}$O Ice Ih from  80-250 K
Monitoring ion track formation using in situ RBS/c and ERDA
Efficient calculation of electronic structure using O(N) density  functional theory
Low temperature transport properties of pyrolytic graphite sheet
Elucidating the role of Sn-substitution and Pb-$\Box$ in regulating  stability and carrier concentration in  CH$_3$NH$_3$Pb$_{1-X-Y}$Sn$_X$$\Box_Y$I$_3$
Transient dynamics of double quantum dots coupled to two reservoirs
Transfer of Vertical Graphene Nanosheets onto Flexible Substrates  towards Supercapacitor Application
An Ising Model for Metal-Organic Frameworks
Ferromagnetic and insulating behavior of LaCoO3 films grown on a (001)  SrTiO3 substrate. A simple ionic picture explained ab initio
Measurement and control of a Coulomb-blockaded parafermion box
Magneto-optical properties of topological insulator thin films with  broken inversion symmetry
Spectral functions of a time-periodically driven Falicov-Kimball model:  real-space Floquet DMFT study
Fickian yet non-Gaussian behaviour: A dominant role of the intermittent  dynamics
Exploring coherence of individual excitons in InAs quantum dots embedded  in natural photonic defects: influence of the excitation intensity
Normal and inverted hysteresis in perovskite solar cells
Ordered phases in coupled nonequilibrium systems: static properties
Localization and ballistic diffusion for the tempered fractional  Brownian-Langevin motion
Multibit memory operation of metal-oxide bi-layer memristors
Magnetic Dipole Interaction and Total Magnetic Energy of Lithium Ferrire  Thin Films
Ordered phases in coupled nonequilibrium systems: dynamic properties
The non-linear terahertz response of hot electrons in low-dimensional  semiconductor superlattices: Suppression of the polar-optical phonon  scattering
CoFeAlB alloy with low damping and low magnetization for spin transfer  torque switching
Electronic, transport and optical properties of monolayer $α$ and  $β-$GeSe: A first-principles study
Nonlinear cavity feeding and unconventional photon statistics in  solid-state cavity QED revealed by many-level real-time path-integral  calculations
