Spin ice thin films: Large-N theory and Monte Carlo simulations
Anomalous diffusion analysis of the lifting events in the event-chain  Monte Carlo for the classical XY models
Descriptors for Machine Learning of Materials Data
The MRO-accompanied modes of Re-implantation into SiO2-host matrix: XPS  and DFT based scenarios
Atomically flat two-dimensional silicon crystals with versatile  electronic properties
Impact of Spatial Dimension on Structural Ordering in Metallic Glass
Adaptively time stepping the stochastic Landau-Lifshitz-Gilbert equation  at nonzero temperature: implementation and validation in MuMax3
$XY$ model with higher-order exchange
Systematic corrections to the Thomas-Fermi approximation without a  gradient expansion
Model of contact friction based on extreme value statistics
Tuning ferromagnetism and spin state in La$_{(1-x)}$$A_x$CoO$_3$ ($A=$  Sr, Ca) nanoparticles
Dynamical instability of the electric transport in strongly fluctuating  superconductors
Improving the Performance of Polythiophene-based Electronic devices by  Controlling the Band Gap in the Presence of Graphene
Nonlinear Optical Susceptibilities and Linear Absorption in Phosphorene  Nanoribbons: Ab initio study
Gate induced monolayer behavior in twisted bilayer black phosphorus
Nonequilibrium fluctuations and enhanced diffusion of a driven particle  in a dense environment
Critical fields and fluctuations determined from specific heat and  magnetoresistance in the same nanogram SmFeAs(O,F) single crystal
Exploring the correlation between the folding rates of proteins and the  entanglement of their native states
Half-vicinity model and a phase diagram for quantum oscillations in  confined and degenerate Fermi gases
Characterizing spin transport: detection of spin accumulation via  magnetic stray field
$\mathbb{Z}_2$ topological insulator analog for vortices in an  interacting bosonic quantum fluid
Eshelbian dislocation mechanics: $J$-, $M$-, and $L$-integrals of  straight dislocations
Evolution of the magnetic and structural properties of  Fe$_{1-x}$Co$_x$V$_2$O$_4$
Superconductor-insulator transition in fcc-GeSb2Te4 at elevated  pressures
Spin precession and spin Hall effect in monolayer graphene/Pt  nanostructures
Edge states in a ferromagnetic honeycomb lattice with armchair  boundaries
Supported pulmonary surfactant bilayers on silica nanoparticles:  Formulation, stability and impact on lung epithelial cells
Gunn Effect in Silicon Nanowires: Charge Transport under High Electric  Field
2D Weyl Fermi gas model of Superconductivity in the Surface state of a  Topological Insulator at High Magnetic fields
Peak intrinsic thermal conductivity in non-metallic solids and new  interpretation of experimental data for argon
Topology of Force Networks in Granular Media under Impact
Complex THz and DC inverse spin Hall effect in YIG/Cu$_{1-x}$Ir$_{x}$  bilayers across a wide concentration range
Manipulation and steering of hyperbolic surface polaritons in hexagonal  boron nitride
Global linear-irreversible principle for optimization in finite-time  thermodynamics
Tunable quantum spin liquidity in the 1/6th-filled breathing kagome  lattice
Modeling of networks and globules of charged domain walls observed in  pump and pulse induced states
Silicon-Oxide Interfaces: Structure and Electronic Properties
Rotation Anomaly and Topological Crystalline Insulators
Building Blocks of Topological Quantum Chemistry: Elementary Band  Representations
Band Connectivity for Topological Quantum Chemistry: Band Structures As  A Graph Theory Problem
Fermion condensation and super pivotal categories
Conservation Laws shape Dissipation
Spin Hall effect and Weak Antilocalization in Graphene/Transition Metal  Dichalcogenide Heterostructures
Real-time X-ray Monitoring of the Nucleation and Growth of AlN Epitaxial  Films on Sapphire (0001)
First-principles study of LiNbxM1-x O3, M= V, W, Ta, Mo for holographic  memory applications
Compression Driven Jamming of Athermal Frictionless Spherocylinders in  Two Dimensions
An oscillating Casimir potential between two impurities in a spin-orbit  coupled Bose-Einstein condensate
The BCS wave function, matrix product states, and the Ising conformal  field theory
Modeling of cluster structures in a material. Force fields and  descriptors
Low temperature resistivity studies of SmB6: Observation of  twodimensional variable-range hopping conductivity
Recombination of radiation defects in solid methane - neutron sources  and cryo-volcanism on celestial bodies
Electron spin dynamics of Ce$^{3+}$ ions in YAG crystals studied by  pulse-EPR and pump-probe Faraday rotation
Visualizing theory space: Isometric embedding of probabilistic  predictions, from the Ising model to the cosmic microwave background
Large-gap magnetic topological heterostructure formed by subsurface  incorporation of a ferromagnetic layer
Predicting the morphologies of γ' precipitates in cobalt-based  superalloys
Size scaling of failure strength with fat-tailed disorder in a fiber  bundle model
Observation of two-beam collective scattering phenomena in a  Bose-Einstein condensate
Encapsulated silicon nitride nanobeam cavity for nanophotonics using  layered materials
Electron Accumulation and Emergent Magnetism in LaMnO3/SrTiO3  Heterostructures
Importance of elastic finite-size effects: neutral defects in ionic  compounds
Properties of Kinetic Transition Networks for Atomic Clusters and Glassy  Solids
Topological phase transitions in the photonic spin Hall effect
Mid-infrared Plasmonic Circular Dichroism Generated by Graphene Nanodisk  Assemblies
Jastrow form of the Ground State Wave Functions for Fractional Quantum  Hall States
Non-stationary Markovian Replication Process causing Diverse Diffusions
Field-Induced Instability of a Gapless Spin Liquid with a Spinon Fermi  Surface
Bosonization of Cooper pairs and novel Bose-liquid superconductivity and  superfluidity in high-$T_c$ cuprates and other systems
Tensile elasticity of semiflexible polymers with hinge defects
Osmotic pressure between arbitrarily charged surfaces: a revisited  approach
Crystal field effects on spin pumping
Explicit construction of quasi-conserved local operator of  translationally invariant non-integrable quantum spin chain in  prethermalization
Room temperature magnetization switching in topological  insulator-ferromagnet heterostructures by spin-orbit torques
Elastic, electronic, thermodynamic and transport properties of XOsSi  (X=Nb, Ta) superconductors: A first-principles exploration
Rényi entropies after releasing the Néel state in the XXZ spin-chain
Half-metal phases in a quantum wire with modulated spin-orbit  interaction
Level attraction in a microwave optomechanical circuit
Generic long-range interactions between passive bodies in an active  fluid
Pure Spin Current Injection in Hydrogenated Graphene Structures
Exciting core-level spectroscopy
Antiferromagnetism and competing charge instabilities of electrons in  strained graphene from Coulomb interactions
Tunable spin pumping in exchange coupled magnetic trilayers
Insightful classification of crystal structures using deep learning
First-order transition in $XY$ model with higher-order interactions
Complex spin texture of Dirac cones induced via spin-orbit proximity  effect in graphene on metals
Permeation through a lamellar stack of lipid mixtures
Quasi-phases and pseudo-transitions in one-dimensional models with  nearest neighbor interactions
Competing effects of Hund's splitting and symmetry-breaking  perturbations on electronic order in Pb$_{1-x}$Sn$_{x}$Te
Plasmonic nanolaser for intracavity spectroscopy and sensorics
Tunable $\varphi$-Josephson junction with a quantum anomalous Hall  insulator
Tunable Optoelectronic Properties of Triply-Bonded Carbon Molecules with  Linear and Graphyne Substructures
Interaction anisotropy and the KPZ to KPZQ transition in particle  deposition at the edges of drying drops
Deterministic physical systems under uncertain initial conditions: the  case of maximum entropy applied to projectile motion
Transversal magnetoresistance and Shubnikov-de Haas oscillations in Weyl  semimetals
NMR in an electric field: A bulk probe of the hidden spin and orbital  polarizations
Rotational strain in Weyl semimetals: A continuum approach
Stripe order from the perspective of the Hubbard model
Large Scale Brownian Dynamics of Confined Suspensions of Rigid Particles
Ageing in Mortal Superdiffusive Lévy Walkers
Spin-Valley Coherent Phases of the $ν=0$ Quantum Hall State in Bilayer  Graphene
Pair-breaking of multi-gap superconductivity under parallel magnetic  fields in electric-field-induced surface metallic state
A polymorphous band structure model of gapping in the anti-ferromagnetic  and paramagnetic phases of the Mott insulators MnO, FeO, CoO, and NiO
Aspects of electron transport in zigzag graphene nanoribbons
Effect of aging and Mn substitution on anisotropy of third generation  piezoelectrics
Post-aragonite phases of CaCO$_{3}$ at lower mantle pressures
Transient Dynamics of a Quantum-Dot in the Mixed Valence Regime
Voltage-Dependent Differential Conductance (dI/dV) Imaging of a  Polymer:Fullerene Bulk-Heterojunction
Enhanced superconducting-fluctuation effects on thermodynamic properties  in BCS-BEC-crossover regime
Evolution of the partially frustrated magnetic order in  CePd$_{1-x}$Ni$_x$Al
Enhancement of Coherent Phonon Amplitude in Phase-change Materials by  Near-infrared Laser Irradiation
Josephson Coupling in the Dissipative State of a Thermally Hysteretic  $μ$-SQUID
Formation of a conducting LaAlO$_3$ / SrTiO$_3$ interface studied by low  energy electron reflection during growth
Impurity-induced bound states inside the superconducting gap of FeSe
Identifying Product Order with Restricted Boltzmann Machines
Friction Anomalies at First-Order Transition Spinodals: 1T-TaS$_2$
Tunneling magnetoresistance of perpendicular CoFeB-based junctions with  exchange bias
Split-Channel Ballistic Transport in an InSb Nanowire
Nuclear Magnetic Relaxation and Knight Shift Due to Orbital Interaction  in Dirac Electron Systems
Magnetoconductance correction in zinc-blende semiconductor nanowires  with spin-orbit coupling
Geometry and the onset of rigidity in a disordered network
Dynamics of trapped magnetic flux in superconducting FeTe0.65Se0.35
Thermal effect in the Casimir force for graphene and graphene-coated  substrates: Impact of nonzero mass gap and chemical potential
Exponential and power-law renormalization in phonon-assisted tunneling
Convex Hulls of Random Walks in Higher Dimensions: A Large Deviation  Study
Influence of phonon-assisted tunneling on the linear thermoelectric  transport through molecular quantum dots
A Study of S doped ZnSb
Impact of environment on dynamics of exciton complexes in a WS$_2$  monolayer
Towards ab initio calculations with the dynamical vertex approximation
Triple junction at the triple point resolved on the individual particle  level
Topological Supersolidity of Dipolar Fermi Gases in a Spin-Dependent  Optical Lattice
Low temperature enhancement of ferromagnetic Kitaev correlations in  α-RuCl3
Equilibrium gels of limited valence colloids
Density-matrix renormalization group method for the conductance of  one-dimensional correlated systems using the Kubo formula
Dynamic fracture of a discrete dissimilar chain: transient, subsonic and  supersonic regimes
Machine learning modeling of superconducting critical temperature
On the Bending Energy of Buckled Edge-Dislocations
$\mathbb{Z}_4$ Parafermions in an interacting quantum spin Hall  Josephson junction coupled to an impurity spin
Spatially - resolved study of the Meissner effect in superconductors  using NV-centers-in-diamond optical magnetometry
Accelerated vortex dynamics across the magnetic 3D-to-2D crossover in  disordered superconductors
Coulomb drag and counterflow Seebeck coefficient in bilayer-graphene  double layers
Fast pulse sequences for dynamically corrected gates in single-triplet  qubits
Electrons and composite Dirac fermions in the lowest Landau level
Qubit absorption refrigerator at strong coupling
Correlated local dipoles in PbTe
Maximal predictability approach for identifying the right descriptors  for electrocatalytic reactions
Observation of Magnetic Radial Vortex Nucleation in a Multilayer Stack  with Tunable Anisotropy
Measuring electron spin flip-flops through nuclear spin echo decays
Acoustic Dirac degeneracy and topological phase transitions realized by  rotating scatterers
Layer-by-layer epitaxial growth of scalable WSe2 on sapphire by  molecular-beam epitaxy
Theory of Topological Spin Hall Effect in Antiferromagnetic Skyrmion:  Impact on Current-induced Motion
Effect of heat treatment on the structural and microstructural  properties of the Co2-Y hexaferrites
Rolling and ageing in T-ramp soft adhesion
Entropy favors heterogeneous structures of networks near the rigidity  threshold
Coupling of evanescent waves into propagation channels within  two-dimensional random waveguides
Nonequilibrium Steady States and Resonant Tunneling in Time-Periodically  Driven Systems with Interactions
Local Whole-Device Scanning of Distortion in Superconducting Microwave  Resonators
The forces on a single interacting Bose-Einstein condensate
High pressure growth and electron transport properties of  superconducting SmFeAsO1-xHx single crystals
Dynamical Anisotropic Response of Black Phosphorus under Magnetic Field
A trapped field of 13.4 T in a stack of HTS tapes with 30 μm  substrate
Conformation And Mechanical Response of Spray Deposited Single Strand  DNA on Gold
A Quantum Damper
Active nematic gels as active relaxing solids
Towards Novel Organic High-$T_\mathrm{c}$ Superconductors: Data Mining  using Density of States Similarity Search
Charge regulation of nonpolar colloids
Anharmonic phonon spectra of PbTe and SnTe in the self-consistent  harmonic approximation
Deformation and Fabric in Compacted Clay Soils
Adhesion of the electrodes on diamond device surfaces
Confined subdiffusion in three dimensions
The effect of double counting, spin density, and Hund interaction in the  different DFT+$U$ functionals
Connecting thermodynamic and dynamical anomalies of water-like  liquid-liquid phase transition in the Fermi-Jagla model
Trion Species-Resolved Quantum Beats in MoSe2
Dopant-Dopant Interactions in Beryllium doped Indium Gallium Arsenide:  an Ab Initio Study
Asymmetric $d$-wave superconducting topological insulator in proximity  with a magnetic order
Signature of growth-deposition technique on the properties of PECVD and  thermal SiO2
Tuning electrical properties of silicon dioxide through intrinsic  nano-patterns
Defect properties of Sn- and Ge-doped ZnTe: Suitability for  intermediate-band solar cells
Superfluid Fermi atomic gas as a quantum simulator for the study of  neutron-star equation of state
Strand plasticity governs fatigue in colloidal gels
Novel Magnetic Quantization of Bismuthene
STM contrast of a CO dimer on a Cu(1 1 1) surface: a wave-function  analysis
$\rm\bf {^{23}Na}$ NMR spin-lattice relaxation reveals ultrafast $\rm\bf  Na{^{+}}$ ion dynamics in the solid electrolyte $\rm\bf  Na{_{3.4}}Sc{_{0.4}}Zr{_{1.6}}(SiO{_{4}}){_{2}}PO{_{4}}$
The hidden order in URu2Si2: Symmetry-induced anti-toroidal vortices
Textural equilibrium melt geometries around tetrakaidecahedral grains
Magnetic order and phase transition in the iron oxysulfide La2O2Fe2OS2
Single-particle shot noise at non-zero temperature
Manipulating magnetism by ultrafast control of the exchange interaction
Topological properties of chains of magnetic impurities on a  superconducting substrate: Interplay between the Shiba band and ferromagnetic  wire limits
Crossover from impurity-controlled to granular superconductivity in  (TMTSF)2ClO4
Vortex dynamics in type II superconductors under strong pinning  conditions
Approximate formula for the macroscopic polarization including quantum  fluctuations
Self-propulsion against a moving membrane: enhanced accumulation and  drag force
Massive fermions with low mobility in antiferromagnet orthorhombic  CuMnAs single crystals
Electronic and magnetic excitations in the "half-stuffed" Cu--O planes  of Ba$_2$Cu$_3$O$_4$Cl$_2$ measured by resonant inelastic x-ray scattering
Control of a single-particle localization in open quantum systems
Kinetics of heat flux avalanches at the first order transition in  La(Fe-Mn-Si)$_{13}$-H$_{1.65}$ compounds
Gate-controlled transmission of quantum Hall edge states in bilayer  graphene
On applicability of differential mixing rules for statistically  homogeneous and isotropic dispersions
Dynamical photo-induced electronic properties of molecular junctions
Quasiparticle entropy in superconductor/normal metal/superconductor  proximity junctions in the diffusive limit
Exploring the Single-Particle Mobility Edge in a One-Dimensional  Quasiperiodic Optical Lattice
Size selection and stability of thick-walled vesicles
Magnetic ground states and magnetodielectric effect in $R$Cr(BO$_3$)$_2$  ($R$ = Y and Ho)
Ultrarelativistic limit of a Rarefied Gas with Internal Structure
Controlling the superconducting transition by spin-orbit coupling
Setting Boundaries with Memory: Generation of Topological Boundary  States in Floquet-Induced Synthetic Crystals
Topology and edge modes in quantum critical chains
The sign phase transition in the problem of interfering directed paths
Thermomechanical generation of fissure patterns on the surface of heated  circular wood samples
Efficient generation of series expansions for $\pm J$ Ising spin-glasses  in a classical or a quantum (transverse) field
Application of the Landau-Zener-Stueckelberg-Majorana dynamics in an  electrically driven flip of a hole spin
Macroscopic phase separation of superconductivity and ferromagnetism in  Sr0.5Ce0.5FBiS2-xSex revealed by muSR
Ultra-low Power Nanoelectromechanical Memory Based on  Location-controllable Nanogap System
Electrical tuning of layer-polarized exciton gases in WSe2 bilayers
Experimental determination of the local optical conductivity of a  semiconducting carbon nanotube and its modification at individual defects
Correlation between charge order and second-neighbor hopping in cuprate  superconductors
Observation of transverse spin Nernst magnetoresistance induced by  thermal spin current in ferromagnet/non-magnet bilayers
Theory of electromagnetic wave propagation in ferromagnetic Rashba  conductor
Annihilation and sources in continuum dislocation dynamics (CDD)
Full-Counting Many-Particle Dynamics: Nonlocal and Chiral Propagation of  Correlations
Stationary uphill currents in locally perturbed Zero Range Processes
Study of spin models with polyhedral symmetry on square lattice
