Ultra-slow dynamics in a translationally invariant spin model for  multiplication and factorization
Adsorption and dissociation of iron phthalocyanine on H/Si(111): Impact  of van-der-Waals interactions and perspectives for subsurface doping
Paired parton quantum Hall states: a coupled wire construction
Effect of a laser field in the confinement potential of two electrons in  a double quantum dot
Critical behavior of the quasi-periodic quantum Ising chain
Possible Experimental Realization of a Basic Z2 Topological Semimetal
Controlled magnetic interaction of Fe nanowires on vicinal Cu surfaces
Landau levels in wrinkled and rippled graphene sheets
Recent Advances in Thermoelectric Performance of Half-Heusler Compounds
Electric-Dipole Spin Resonances
Single spin sensing of domain wall structure and dynamics in a thin film  skyrmion host
Strong correlation between ferromagnetic superconductivity and  pressure-enhanced ferromagnetic fluctuations in UGe$_2$
Controlling Stability of Bose-Einstein Condensation of Interacting  Magnons in an Antiferromagnet by an External Magnetic Field
Fractionalization of long-range ordered states in a Falicov-Kimball  model
On the competition between the Kondo effect and the exchange interaction  in a parallel double quantum dot system
Gate tuning from exciton superfluid to quantum anomalous Hall in van der  Waals heterobilayer
Influence of composition and heating schedules on compatibility of  FeCrAl alloys with high-temperature steam
Majorana multipole response of topological superconductors
Accurate electronic and optical properties of hexagonal germanium for  optoelectronic applications
Josephson vortices in a long Josephson junction formed by phase twist in  a polariton superfluid
Nonperturbative functional renormalization-group approach to the  sine-Gordon model and the Lukyanov-Zamolodchikov conjecture
Magnetic control of polariton spin transport
Decrystallization of CH3NH3PbI3 perovskite crystals via polarity  dependent localized charges
Strain and onsite-correlation tunable quantum anomalous Hall phases in  ferromagnetic (111) LaXO$_3$ bilayers (X$=$Pd, Pt)
A neutron tomography study: probing the spontaneous crystallization of  randomly packed granular assemblies
Quantum mechanics basis of quality control in hard metals
Managing uncertainty in data-derived densities to accelerate density  functional theory
Ab-initio quantum transport simulation of self-heating in single-layer  2-D materials
Spin-charge separation in strongly interacting multicomponent few-body  systems
Spectral Properties and Quantum Phase Transitions in Superconducting  Junctions with a Ferromagnetic Link
Measuring the topological phase transition via the single-particle  density matrix
Transverse Magnetization Effect of the Spin-Imbalanced  Hofstadter-Hubbard Model
Influence of random pinning on melting scenario of two-dimensional soft  disks system
Tidal surface states as fingerprints of non-Hermitian nodal knot metals
Semimetal-to-semiconductor transition and charge-density-wave melting in  $1T$-TiSe$_{2-x}$S$_x$ single crystals
Auxiliary master equation approach within stochastic wave functions:  Application to the Interacting Resonant Level Model
Spin splitting and switching effect in a four-terminal two-dimensional  electron gas nanostructure
Transport fluctuations in integrable models out of equilibrium
Observation of Spin Hall Effect in Semimetal WTe2
Perfect transmission of 3D massive Kane fermions in HgCdTe Veselago  lenses
Dynamical signatures of topological order in the driven-dissipative  Kitaev chain
Time-dependent Andreev bound states of a quantum dot coupled to two  superconducting leads
Classical spin simulations with a quantum two-spin correction
Topological properties of multilayers and surface steps in the SnTe  material class
Custom flow in overdamped Brownian Dynamics
Non-Hermitian systems and topology: A transfer matrix perspective
Precise determination of critical points of topological phase  transitions via shift current in two-dimensional inversion asymmetric  insulators
Dynamical quantum phase transitions in collapse and revival oscillations  of a quenched superfluid
The key role of antibonding electron transfer in surface chemisorption  and heterogeneous catalysis
Strings of ultracold molecules in a synthetic dimension
Strain distribution in polycrystals: Theory and Application for  Diffraction Experiments
Selective generation and amplification of RKKY interactions by P-N  interface
Efficient Construction Method for Phase Diagrams Using Uncertainty  Sampling
Crack Growth Behavior in NiTi Shape Memory Alloys Under Mode-I  Isothermal Loading: Effect of Stress State
Nonreciprocal thermal and thermoelectric transport of electrons in  noncentrosymmetric crystals
Artificially Engineered Nanostrain in Iron Chalcogenide Superconductor  Thin Film for Enhancing Supercurrent
Thickness Dependence of the Physical Properties of Atomic-Layer  Deposited Al2O3
Covalent-bonding-induced strong phonon scattering in the atomically thin  WSe2 layer
Manipulation of Conductive Domain Walls in Confined Ferroelectric  Nano-islands
Low temperature Magneto-dielectric coupling in nanoscale layered  SmFe0.5Co0.5O3 perovskite
Temperature dependence of the Seebeck coefficient of epitaxial  $β$-Ga$_2$O$_3$ thin films
On the effective action in presence of local non-linear constraints
Charge and Spin Transport Anisotropy in Nanopatterned Graphene
Magnetically-driven structural phase transition in hexamethylbenzene
Structural and electronic properties of V$_2$O$_5$ and MoO$_3$ bulk and  ultrathin layers
Realisation of a Frustrated 3D Magnetic Nanowire Lattice
Engineering decomposition-resilience and de-coalescence of GaN nanowire  ensembles
The asymptotic speed of reaction fronts in active reaction-diffusion  systems
Massless Dirac fermions in III-V semiconductor quantum wells
Event-chain Monte Carlo with factor fields
Temperature dependence of the transition packing fraction of thermal  jamming in a harmonic soft sphere system
Towards Surface Potential Mapping on Atomic Length Scale
Condensation for random variables conditioned by the value of their sum
Emergent (anomalous) higher symmetries from topological orders and from  dynamical electromagnetic field in condensed matter systems
Very Large and Reversible Stark Shift Tuning of Single Emitters in  Layered Hexagonal Boron Nitride
Multistep Bloch-line-mediated Walker breakdown in ferromagnetic strips
Ferromagnetic Mott State in Twisted Graphene Bilayers at the Magic Angle
Skyrmion phase and competing magnetic orders on a breathing kagome  lattice
The influence of dynamical change of optical properties on the  thermomechanical response and damage threshold of noble metals under  femtosecond laser irradiation
Clusterization of weakly-interacting bosons in one dimension: an  analytic study at zero temperature
Total interference between nuclear and magnetovibrational one-phonon  scattering cross sections
Enhancing the efficiency of quantum annealing via reinforcement: A  path-integral Monte Carlo simulation of the quantum reinforcement algorithm
Observation of superconducting current in a mesa-heterostructure with an  interlayer of the strontium iridate film with strong spin-orbit interaction
Fundamental limits for non-destructive measurement of a single spin by  Faraday rotation
Nonlinear excitonic spin Hall effect in monolayer transition metal  dichalcogenides
Non-Hermitian topological microwave photonics with synthetic non-Abelian  gauges
Identity Ordering and Metastable Clusters in Fluids with Random  Interactions
Digital video microscopy enhanced by deep learning
Magnetic field control of the Franck-Condon coupling of few-electron  quantum states
Advantageous nearsightedness of many-body perturbation theory contrasted  with Kohn-Sham density functional theory
Modelling periodic structure formation on 100Cr6 steel after irradiation  with femtosecond-pulsed laser beams
Optimized heat transfer at exceptional points in quantum circuits
From isomorphism to polymorphism: connecting interzeolite  transformations to structural and graph similarity
Kinetic theory of spin diffusion and superdiffusion in XXZ spin chains
Selective measurement of charge dynamics in an ensemble of  nitrogen-vacancy centers in nano- and bulk diamonds
Ternary mixed-anion semiconductors with tunable band gaps from  machine-learning and crystal structure prediction
Deconfined criticality in the $\text{QED}_{3}$-Gross-Neveu-Yukawa model:  the $1/N$ expansion revisited
Classifying local fractal subsystem symmetry protected topological  phases
Spin transfer torque and exchange coupling in Josephson junctions with  ferromagnetic superconductor reservoirs
Deciphering structural and magnetic disorder in the chiral skyrmion host  materials CoxZnyMnz (x+y+z=20)
Visualizing Uniaxial-strain Manipulation of Antiferromagnetic Domains in  Fe1+YTe Using a Spin-polarized Scanning Tunneling Microscope
Transverse profile and 3D spin canting of a Majorana state in carbon  nanotubes
Magnetoelastic coupling in URu2Si2: Probing multipolar correlations in  the hidden order state
Universality and "pseudo-critical" exponents of one-dimensional models  displaying a "pseudo-transition" at finite temperatures
Physical swap dynamics, shortcuts to relaxation and entropy production  in dissipative Rydberg gases
Selective ablation of Ti/Al nano-layer thin film by single femtosecond  laser pulse
Hybridization of topological surface states with a flat band
Fermi surface, possible unconventional fermions, and unusually robust  resistive critical fields in the chiral superconductor AuBe}
Quantum properties of a strongly driven Josephson junction
Damping and Anti-Damping Phenomena in Metallic Antiferromagnets: An  ab-initio Study
Stepped Graphene-based Aharonov-Bohm Interferometers
Charge fractionalization and gap states of interacting disordered  graphene zigzag nanoribbon
Systematic understanding of half-metallicity of ternary compounds in  Heusler and Inverse Heusler structures with 3$d$ and 4$d$ elements
Finite-velocity diffusion on a comb
Evidence for multi-band superconductivity above the Pauli limit in  Nd$_x$Sr$_{1-x}$TiO$_3$
Visualizing topological edge states of single and double bilayer Bi  supported on multibilayer Bi(111) films
Emergent charge order near the doping-induced Mott-insulating quantum  phase transition in Sr$_{3}$Ru$_{2}$O$_{7}$
Well-defined Fano effect in the Andreev reflection process of a parallel  double-quantum-dot structure
E' paramagnetic centers in nanoporous synthetic opals - a probe for near  surface protons
Field-induced ferromagnetic phase transition in 2D Fermi systems with  magnetic dipole-dipole interaction
Microscopic analysis of homogeneous electron gas by considering dipole  dipole interaction
Localization Trajectory and Chern-Simons axion coupling for Bilayer  Quantum Anomalous Hall Systems
Current-induced shuttlecock-like movement of non-axisymmetric chiral  skyrmions
Multidimensional entropy landscape of quantum criticality
Slab Graph Convolutional Neural Network for Discovery of N2  Electroreduction Catalysts
Stochastic dynamics and thermodynamics around a metastable state based  on the linear Dean-Kawasaki equation
Single-electron charge sensing in self-assembled quantum dots
Hyperuniformity and generalized fluctuations at Jamming
Scaling laws for weakly disordered 1D flat bands
Reply to "Comment on Yerin et al., Phys. Rev. Lett. 121, 077002 (2018),  and Mironov et al., Phys. Rev. Lett. 109, 237002 (2012)" by A. F. Volkov, F.  S. Bergeret, and K. B. Efetov
Transmission Lines and Meta-Materials based on Quantum Hall Plasmonics
Pressure dependence of direct optical transitions in ReS2 and ReSe2
Condensation and superfluidity of dilute Bose gases with finite-range  interaction
First passage under stochastic resetting in an interval
Charge-current correlation equalities for quantum systems far from  equilibrium
Particle-mediated nucleation pathways are imprinted in the internal  structure of calcium sulfate single crystals
Fundamental Limits to the Coupling between Light and 2D Polaritons
Path-integral methodology and simulations of quantum thermal transport:  Full counting statistics approach
Tuning 2D hyperbolic plasmons in black phosphorus
Observation of Atom Number Fluctuations in a Bose-Einstein Condensate
Extended Bloch theorem for topological lattice models with open  boundaries
Chemical Aspects of the Antiferromagnetic Topological Insulator  MnBi$_{2}$Te$_{4}$
Local roughness exponent in the nonlinear molecular-beam-epitaxy  universality class in one-dimension
Ab-initio approach to the stability and the structural, electronic and  magnetic properties of the (001) Znfe2O4 surface terminations
An atomically thin oxide layer on the elemental superconductor Ta(001)  surface
Flat bands and dynamical localization of spin-orbit coupled  Bose-Einstein condensates
3d QHE and elasticity tetrads
Adiabatic two-qubit gates in capacitively coupled quantum dot hybrid  qubits
Cryogen-free variable temperature scanning SQUID microscope
Magnetic hysteresis of a superconducting microstrip resonator with a  high edge barrier
Single-Chain Nanoparticles under Homogeneous Shear Flow
Mixing thermodynamics and photocatalytic properties of GaP-ZnS solid  solutions
Dynamic interfacial polaron enhanced superconductivity of FeSe/SrTiO3
Stochastic curvature of enclosed semiflexible polymers
Steady-state fracture toughness of elastic-plastic solids: Isotropic  versus kinematic hardening
Directional Spin-wave Propagation in the Skyrmion Chain
Topological Semimetal in a Chiral Crystal with Large Chern Numbers,  Multifold Band Crossings, and Long Fermi-arcs
Competing superconducting phases in interacting two-dimensional electron  gas with strong Rashba spin-orbit coupling
Very long-range attractive and repulsive forces in Model Colloidal  Dispersions
Magnetic properties of nanowires with ferromagnetic core and  antiferromagnetic shell
Dislocation and node states in bilayer graphene systems
Effects of Boundary Conditions on Magnetic Friction
Two-dimensional Mechanical Metamaterials with Unusual Poisson Ratio  Behavior
Circularly polarized thermal radiation from nonequilibrium antennas
Thermodynamics and superconductivity of S$_x$Se$_{1-x}$H$_3$
ARPES and NMTO Wannier Orbital Theory of LiMo$_{6}$O$_{17}$ -  Implications for Unusually Robust Quasi-One Dimensional Behavior
Dynamical quantum phase transitions in Weyl semimetals
Manipulating Quantum Spins by a Spin-Polarized Current: An Approach  Based Upon PT-Symmetric Quantum Mechanics
Quantum phase transitions in the dimerized extended Bose-Hubbard model
Evidence of absorption dominating over scattering in light attenuation  by nanodiamonds
On the Anderson transition on the Bethe lattice
Stochastic fluctuations and quasi-pattern formation in  reaction-diffusion systems with anomalous transport
Flemish Strings of Magnetic Solitons and a Non-Thermal Fixed Point in a  One-Dimensional Antiferromagnetic Spin-1 Bose Gas
Noncollinearity effects on magnetocrystalline anisotropy for  $R_2$Fe$_{14}$B magnets
Shock propagation following an intense explosion: comparison between  hydrodynamics and simulations
Quasiparticle Bound States around Fractional Vortices in s-wave  Superconductor
Gradient optimization of fermionic projected entangled pair states on  directed lattices
Electrons imitating light: Frustrated supercritical collapse in charged  arrays on graphene
On the magnetoelastic and magnetoelectric couplings across the  antiferromagnetic transition in multiferroic BiFeO3
Superconductivity in the three-band model of cuprates: Variational wave  function study and relation to the single-band case
Microscopic Geometry Rules Ordering Tendency for Multicomponent  Disordered Alloys
Ground state overlap knows about ultraviolet dynamics: results for the  Kondo model
Active particles under confinement and effective force generation among  surfaces
DNA polygons
SternheimerGW: a program for calculating GW quasiparticle band  structures and spectral functions without unoccupied states
Analysis on the stability of in-surface magnetic configurations in  toroidal nanoshells
Model-mapped RPA to evaluate superconductivity in FLEX from  first-principles
Topologically nontrivial magnonic solitons
Topological Gapless Matters in Three-dimensional Ultracold Atomic Gases
Quantum phase transitions in the spin-boson model without the  counterrotating terms
Comment on "Negative Landau damping in bilayer graphene"
Engineering the rectifying performance in an Aubry ladder
Time-dependent study of disordered models with infinite projected  entangled pair states
Quantum criticality in the two-dimensional periodic Anderson model
Electroluminescence from multi-particle exciton complexes in monolayer  WSe2
Simulating dynamically assisted production of Dirac pairs in gapped  graphene monolayers
Directional control of charge and valley currents in a graphene-based  device
Multicomponent screening and superfluidity in gapped electron-hole  double bilayer graphene with realistic bands
Configuration-tree Theoretical Calculation of the Mean-Squared  Displacement of Particles in Glass Formers
A model for superconducting sulfur hydrides
Observation of atom-number fluctuations in optical lattices via quantum  collapse and revival dynamics
Competition between spin-induced charge instabilities in underdoped  cuprates
Width and shift of Fano-Feshbach resonances for van der Waals  interactions
Effects of asymmetry in strongly coupled spin vortex pairs
Optical second harmonic generation from interfaces between heavy and  ferromagnetic metals
Band Unfolding Made Simple
Self-correction in Wegner's 3D Ising lattice gauge theory
Permanent shear localization in dense disordered materials due to  microscopic inertia
X-ray reflectivity with a twist: quantitative time-resolved X-ray  reflectivity using monochromatic synchrotron radiation
The anomalous attenuation of plasmons in strange metals and holography
Geometric response of quantum Hall states to electric fields
Non-local String Order Parameter in the $S = 1/2$ Kitaev-Heisenberg  Ladder
Tensor networks for complex quantum systems
Influence of strain and chemical substitution on the magnetic anisotropy  of antiferromagnetic Cr$_2$O$_3$: an ab-initio study
Interplay between phonons and anisotropic elasticity drives negative  thermal expansion in PbTiO$_3$
Reversibility, Pattern Formation and Edge Transport in Active Chiral and  Passive Disk Mixtures
Pulse-width modulated oscillations in a nonlinear resonator under  two-tone driving as a means for MEMS sensor readout
Quantum Diffusion in the Strong Tunneling Regime
Limit cycles and bifurcations in a nonlinear MEMS oscillator with a 1:3  internal resonance. Part I: The case of a driven resonator
On the nature of the correlated insulator states in twisted bilayer  graphene
Out-of-time-ordered correlators of the Hubbard model: SYK strange metal  in the spin freezing crossover region
Coherent Wave Propagation in Multi-Mode systems with Correlated Noise
Exact diagonalization study of the Hubbard-parametrized four-spin ring  exchange model on a square lattice
Phase transition in frustrated thin films -- physics at phase boundaries
Laser writing of scalable single colour centre in silicon carbide
Excitonic Complexes and Optical Gain in Two-Dimensional Molybdenum  Ditelluride Well below Mott Transition
Compressive Behavior and Failure Mechanisms of Freestanding and  Composite 3D Graphitic Foams
Phase-field analysis of quenching and partitioning in a polycrystalline  Fe-C system under constrained-carbon equilibrium condition
The effect of crystal structure in sputtering of two-component single  crystal targets
Stripe phase of two-dimensional core-softened systems: structure  recognition
Excitonic States in Semiconducting Two-dimensional Perovskites
Advances in the experimental exploration of water's phase diagram
Tuning topological surface states by cleavage angle in topological  crystalline insulators
Finite-temperature violation of the anomalous transverse Wiedemann-Franz  law in absence of inelastic scattering
Pseudomagnetic fields switching valley polarization and valley inversion  in strained graphene
Advanced method for reliable estimation of the spin-orbit torque  efficiency in low coercive ferromagnetic multilayers
Uniform Perpendicular and Parallel Staggered Susceptibility of  Antiferromagnetic Films
Gap prediction in hybrid graphene - hexagonal boron nitride nanoflakes  using artificial neural networks
Consequences of integrability breaking in quench dynamics of pairing  Hamiltonians
Fano-Majorana effect and bound states in the continuum on a  crossbar-shaped quantum dot hybrid structure
A Clock Transition in the Cr$_7$Mn Molecular Nanomagnet
Spin- and angle-resolved photoemission on topological materials
Discovery of topological chiral crystals with helicoid arc states
Dissipative Majorana quantum wires
Half-metallicity in quaternary Heusler alloys with 3$d$ and 4$d$  elements: observations and insights from DFT calculations
Dual quantum confinement and anisotropic spin splitting in the  multi-valley semimetal PtSe$_2$
Nonlinear plasmonic switching in graphene stub nanoresonator loaded with  core-shell quantum dot
Semiclassical conservation of spin and large transverse spin current in  Dirac systems
Local versus global stretched mechanical response in a supercooled  liquid near the glass transition
Giant number fluctuations in dry active polar fluids: A shocking analogy  with lightning rods
Topological states in chiral active matter: dynamic blue phases and  active half-skyrmions
Scattering of a surface plasmon from a square-wave grating: A study  using coupled mode theory
Preparation of graphene bilayers on platinum by sequential chemical  vapour deposition
Quantum quenches, sonic horizons and the Hawking radiation in a class of  exactly solvable models
Corrections to the Higgs Mode Masses in Superfluid 3He
Oriented Asymmetric Wave Propagation and Refraction Bending in  Hyperbolic Media
Absence of Finite Temperature Phase Transitions in the X-Cube Model and  its $\mathbb{Z}_{p}$ Generalization
Soft Modes and Nonanalyticities in a Clean Dirac Metal
Analyzing the Bose Polaron Across Resonant Interactions
First-Principles Study of Localised and Delocalised Electronic States in  Crystallographic Shear Phases of Niobium Oxide
How to Directly Measure Floquet Topological Invariants in Optical  Lattices
Skyrmions in coupled spin torque nano-oscillator structures
Anomalous domain wall condensation in a modified Ising chain
On quantum time crystals and interacting gauge theories in atomic  Bose-Einstein condensates
Laser induced distortion of band structure in solids: an analytic model
Rapid adiabatic gating for capacitively coupled quantum dot hybrid  qubits without barrier control
Polymorphism of Bulk Boron Nitride
Size effect of soft phonon dispersion law in nanosized ferroics
Thermal resistance by transition between collective and non-collective  phonon flows in graphitic materials
Capillary transport in low saturated sands: superfast non-linear  diffusion model versus direct experimental observations
Hyperuniformity on spherical surfaces
Quasiperiodicity and valence fluctuation in the spin-1/2 Falicov-Kimball  model
Chaotic few-body vortex dynamics in rotating Bose--Einstein condensates
Growth and physical properties of Ce(O,F)Sb(S,Se)2 single crystals with  site-selected chalcogen atoms
Topological Origins of Flexibility and Internal Stress in Sodium  Aluminosilicate Glasses
Polaron-induced band renormalization due to linear and quadratic  electron-phonon coupling
Metal-insulator transition in the 2D Hubbard model: dual fermion  approach with the Lanczos exact diagonalization
First-principles prediction of half-Heusler half-metals above room  temperature
Topological classification of non-Hermitian systems with reflection  symmetry
Spin-Splitting and Rashba-Effect at Mono-Layer GaTe in the Presence of  Strain
New Phases of Superfluid $^3$He Confined in Aerogels
Attractive polaron in a Dirac/Weyl system within the ladder  approximation
