Sharp-interface approach for simulating solid-state dewetting in two  dimensions: a Cahn-Hoffman $\boldsymbolξ$-vector formulation
Optical spin pumping induced pseudo-magnetic field in two dimensional  heterostructures
First-principles study on thermoelectric properties of half-Heusler  compounds CoMSb(M=Sc, Ti, V, Cr, and Mn)
Inter-valley spiral order in the Mott insulating state of a  heterostructure of trilayer graphene-boron nitride
The silver route to cuprate analogs
Hall coefficient and magnetoresistance in boson+fermion dimer models for  the pseudogap phase of high Tc superconductors
Adiabatic invariant analysis of dark and dark-bright soliton stripes in  two-dimensional Bose-Einstein condensates
Enhancement of the thermoelectric efficiency in a T-shaped quantum dot  system in the linear and nonlinear regimes
High pressure, high temperature molecular doping of nanodiamond
Amorphous Germanium as a Promising Anode Material for Sodium Ion  Batteries: A First Principle Study
Tuning selective reflection of light by surface anchoring in cholesteric  cells with oblique helicoidal structures
Magnetism and high-magnetic field magnetization in alkali superoxide  CsO2
Suppression of the Spectral Weight of Topological Surface States on the  Nanoscale via Local Symmetry Breaking
Localization length exponent in two models of quantum Hall plateau  transitions
Bipolarons in a Bose-Einstein Condensate
Anisotropic bulk and planar Heisenberg ferromagnets in uniform,  arbitrarily oriented magnetic fields
Classical infrared spectra of ionic crystals and their relevance for  statistical mechanics
Nanoskyrmion engineering with $sp$-electron materials: Sn monolayer on  SiC(0001) surface
Singular resonance in fluctuation-electromagnetic phenomena during the  rotation of a nanoparticle near a surface
Finite-size scaling for discontinuous nonequilibrium phase transitions
Anisotropic Gilbert damping in perovskite La$_{0.7}$Sr$_{0.3}$MnO$_{3}$  thin film
Collective Coordinate Descriptions of Magnetic Domain Wall Motion in  Perpendicularly Magnetized Nanostructures under the Application of In-plane  Fields
Condensed matter realization of fermion quasiparticles in Minkowski  space
Theory of Emergent Josephson Lattice in Neutral Twisted Bilayer Graphene  (Moiŕe is Different)
Imbalance Entanglement: Symmetry Decomposition of Negativity
Electronic hydrodynamics and the breakdown of the Wiedemann-Franz and  Mott laws in interacting metals
Singlet pairing and superconductivity in t-J ladders with Mott  insulating stripes
Importance of orbital fluctuations for the magnetic dynamics in  heavy-fermion compound SmB$_6$
Thermal radiation as a probe of one-dimensional electron liquids
Gapped ground state in the zigzag pseudospin-1/2 quantum  antiferromagnetic chain compound PrTiNbO6
Correlation lengths in quasi-one-dimensional systems via transfer  matrices
Absence of zero-point entropy in a triangular Ising antiferromagnet
Phase Control in a Spin-Triplet SQUID
FORC+ Analysis of Perpendicular Magnetic Tunnel Junctions
Spin torques and magnetic texture dynamics driven by the supercurrent in  superconductor/ferromagnet structures
Nodeless superconductivity in type-II Dirac semimetal PdTe2:  low-temperature London penetration depth and symmetry analysis
Simplified Thermodynamics for Quantum Impurity Models
Photo-induced tunable Anomalous Hall and Nernst effects in tilted Weyl  Semimetals using Floquet theory
Winding vector: how to annihilate two Dirac points with the same charge
Kinetic frustration induced supersolid in the $S=1/2$ kagome lattice  antiferromagnet in a magnetic field
Raman Signatures of Broken Inversion Symmetry and In-plane Anisotropy in  Type-II Weyl Semimetal Candidate TaIrTe4
Adjustable current-induced magnetization switching utilizing interlayer  exchange coupling
Anisotropy in electrical conductivity of two-dimensional films  containing aligned rodlike particles: continuous and lattice models
Large-scale chirality in an active layer of microtubules and kinesin  motor proteins
Intertwined vestigial order in quantum materials: nematicity and beyond
Data reduction procedure for correction of geometrical factors in the  analysis of specular x-ray reflectivity of small samples
Systematic analysis for triple points in all magnetic symmorphic systems  and symmetry-allowed coexistence of Dirac points and triple points
Dynamic surface electronic reconstruction as symmetry-protected  topological orders in topological insulator Bi2Se3
Structural relaxation affecting the shear transformation avalanches in  metallic glasses
Radiofrequency generation by coherently moving fluxons
A case study of thermodynamic bounds for chemical kinetics
Persistence of Non-Markovian Gaussian Stationary Processes in Discrete  Time
Inhibition of the photoinduced structural phase transition in the  excitonic insulator Ta$_2$NiSe$_5$
Formation of the Bielectron in a 2D System due to Spin-Orbit Interaction  and Image Forces
Magnetic resonance as a local probe for kagomé magnetism in  Barlowite Cu$_4$(OH)$_6$FBr
Novel mobility edges in the off-diagonal disordered tight-binding models
Electrolyte solutions at heterogeneously charged substrates
Finite-temperature phase diagram of (111) nickelate bilayers
Phase diagram of the Hubbard-Kondo lattice model from variational  cluster approximation
Zn vacancy-donor impurity complexes in ZnO
Structural-dynamical transition in the Wahnström mixture
3D reconstruction of the spatial distribution of dislocation loops using  a triangulation approach
On the Neglect of Local Coulomb Interaction on Oxygens in Perovskites  Described by the Multi-band $d-p$ Model
Selection rules for cavity-enhanced Brillouin light scattering from  magnetostatic modes
Peculiarities in the pseudogap behavior in optimally doped  YBa2Cu3O7-δ single crystals under pressure up to 1GPa
High-throughput assessment of vacancy formation and surface energies of  materials using classical force-fields
Topological properties of magnetically ordered heavy-fermion systems in  the presence of mirror symmetry
Computational screening of high-performance optoelectronic materials  using OptB88vdW and TB-mBJ formalisms
Elastic properties of bulk and low-dimensional materials using Van der  Waals density functional
Probing the Ultimate Plasmon Confinement Limits with a Van der Waals  heterostructure
Influence of Exchange Scattering on Superfluid He-3 states in Nematic  Aerogel
Phase transition in thermodynamically consistent biochemical oscillators
Confinement transition of $\mathbb{Z}_2$ gauge theories coupled to  massless fermions: emergent QCD$_3$ and $SO(5)$ symmetry
Scrambling via Braiding of Nonabelions
Doped Twisted Bilayer Graphene near Magic Angles: Proximity to Wigner  Crystallization not Mott Insulation
Numerical exploration of trial wave functions for the  particle-hole-symmetric Pfaffian
Rényi generalization of the operational entanglement entropy
Tunneling Aharonov-Bohm interferometer on helical edge states
Quantum entanglement driven by electron-nanomechanical coupling
Analytical evaluation of the numerical coefficients in the Zassenhaus  product formula and its applications to quantum and statistical mechanics
Artificial Bone and Teeth through Controlled Ice Growth in Colloidal  Suspensions
3D network modelling of fracture processes in fibre-reinforced  geomaterials
Searching for Supersolidity in Ultracold Atomic Bose Condensates with  Rashba Spin-Orbit Coupling
Excitation properties of the divacancy in 4H-SiC
Different approach to the modeling of nonfree particle diffusion
Thermal theory of aluminum particle ignition in continuum,  free-molecular, and transition heat transfer regimes
Lateral heterostructures formed by thermally converting n-type SnSe2 to  p-type SnSe
Quantum Tunneling Of Electron Snake States In An Inhomogeneous Magnetic  Field
Stress modulated optical spin-injection in bulk semiconductors
Face centered cubic SnSe as a $\mathbb{Z}_2$ trivial Dirac nodal line  material
Search for Multipolar Instability in URu$_2$Si$_2$ Studied by Ultrasonic  Measurements under Pulsed Magnetic Field
Shaken and stirred: Random organization reduces viscosity and  dissipation in granular suspensions
Born effective charge removed anomalous temperature dependence of  lattice thermal conductivity in monolayer GeC
Anomalous quantum-critical scaling corrections in two-dimensional  antiferromagnets
The statistical characteristics of static friction
Physically sane numerical solver for time-dependent Fokker-Planck  equations
Conserved spin current for the Mott relation
Spatial-Translation-Induced Discrete Time Crystals
Fluctuations of radiative heat exchange between two bodies
Magnetic properties of isolated Re ion and Re-Re complex in ZnO studied  by GGA +U approach
Softening Theory of Matter Tuning Atomic Border to Make Soft Materials
Frequency-dependent substrate screening of excitons in atomically thin  transition metal dichalcogenide semiconductors
Integer partition manifolds and phonon damping in one dimension
A peak in the critical current for quantum critical superconductors
Crystallisation Instability in Glassforming Mixtures
Velocity enhancement by synchronization of magnetic domain walls
Evidence of pure spin current
Nanostructured Ceramic Oxides with a Slow Crack Growth Resistance Close  to Covalent Materials
Decoding the ultrafast formation of a Fermi-Dirac distributed electron  gas
Emergence of topological Hall effect in half-metallic manganite thin  films by tuning perpendicular magnetic anisotropy
Scaling of the superconducting gap with orbital character in FeSe
Structure and electronic properties of transition-metal/Mg bimetallic  clusters at realistic temperatures and oxygen partial pressures
Phase coexistence in a monolayer of active particles induced by  Marangoni flows
Nonequilibrium atom-surface interaction with lossy multi-layer  structures
Martensitic transformation in zirconia. Part II: Martensite growth
Martensitic transformation in zirconia. Part I: nanometer scale  prediction and measurement of transformation induced relief
Current-induced bond rupture in single-molecule junctions
Opposed flow focusing: evidence of a second order jetting transition
Direct magnetization-polarization coupling in BaCuF$_4$ fluoride
Direct observation of the magnetic proximity effect in amorphous  exchange-spring magnets by neutron reflectometry
Luminescence and absorption in short period superlattices
Liquid-like Free Carrier Solvation and Band Edge Luminescence in  Lead-Halide Perovskites
Crystal plasticity simulation of the effect of grain size on the fatigue  behavior of polycrystalline Inconel 718
An unlikely route to low lattice thermal conductivity: small atoms in a  simple layered structure
Weak-Pairing Higher Order Topological Superconductors
Fractonic line excitations : an inroad from 3d elasticity theory
Signature of Chaos and Delocalization in a Periodically Driven Many Body  System : An Out-of-Time-Order Correlation Study
Quantum Criticalities with Infinite Anisotropy in Topological Phase  Transitions between Dirac and Weyl Semi-metals
Nonlocal transport in Weyl semimetals in the hydrodynamic regime
Heterobimetallic Dy-Cu coordination compound as a classical-quantum  ferrimagnetic chain of regularly alternating Ising and Heisenberg spins
Exploring the Electronic and Magnetic Properties of New Metal Halides  from Bulk to Two-Dimensional Monolayer: RuX3 (X=Br, I)
Elastic constants and stress-strain in thin films: application in  fiber-textured gold film by X-Ray diffraction
Emergent Properties of Antiagglomerant Films Control Methane Transport:  Implications for Hydrate Management
Anomalous nonlinearity of the magnonic edge mode
Velocity dependent dislocation drag from phonon wind and crystal  geometry
Ultra-high Vacuum Deposition of Higher Manganese Silicide Mn4Si7 Thin  Films
Boson-Lattice Construction for Anyon Models
Two component boson-fermion plasma at finite temperature
Independence of spin-orbit torques from the exchange bias direction in  Ni$_{81}$Fe$_{19}$/IrMn bilayers
Theoretical prediction of two-dimensional CrOF sheet as a ferromagnetic  semiconductor or a half-metal
Giant enhancement in Rashba spin-Seebeck effect in NiFe/p-Si thin films
Statistical Mechanics of Topological Fluctuations in Glass-Forming  Liquids
Phase diagram and metastability of the Ising model on two coupled  networks
Coalescence driven self-organization of growing nanodroplets around a  microcap
Dissipation in quantum turbulence in superfluid $^4$He above 1K
Electronic properties of thin films of tensile strained HgTe
Dynamics of macrospin under periodic field and spin transfer torque
On the unattainability of absolute zero temperature and the Nernst heat  theorem
Maximum Quantum Entropy Method
Telegraph noise in Markovian master equation for electron transport  through molecular junctions
Surface Step Defect in 3D Topological Insulators: Electric Manipulation  of Spin and Quantum Spin Hall Effect
Tight-binding model and ab initio calculation of silicene with strong  spin-orbit coupling in low-energy limit
Wilsonian effective field theory of 2D van Hove singularities
Dynamics of vitrimers: defects as a highway to stress relaxation
Stochastic ferrimagnetic Landau-Lifshitz-Bloch equation for finite  magnetic structures
Lattice thermal conductivities of two SiO$_2$ polymorphs by  first-principles calculation and phonon Boltzmann transport equation
Phase-field modeling of equilibrium precipitate shapes under the  influence of coherency stresses
A jigsaw puzzle metamaterial concept
Derivation of a Ginzburg-Landau free energy density containing mixed  gradient terms of a $p+ip$ superconductor with spin-orbit coupling
Microscopic dynamics and failure precursors of a gel under mechanical  load
Phase boundaries, nucleation rates and speed of crystal growth of the  water-to-ice transition under an electric field: a simulation study
Electron Scattering in 2D Semiconductors: Contrasting Dirac and  Schrödinger Behavior
Dislocation-induced stress in polycrystalline materials: mesoscopic  simulations in the dislocation density formalism
Three-dimensional graphdiyne as a topological nodal-line semimetal
Effect of quantum dispersion on the radial distribution function of a  one-component sticky-hard-sphere fluid
The 6D quantum Hall effect and 3D topological pumps
Superfluorescence from Lead Halide Perovskite Quantum Dot Superlattices
Probing the magnetoelectric effect in noncentrosymmetric superconductors  by equal-spin Andreev tunneling
Unconventional magneto-transport in ultrapure PdCoO2 and PtCoO2
The critical role of substrate disorder in valley splitting in Si  quantum wells
Role of disorder in super- and subradiance of cold atomic clouds
Two-time height distribution for 1D KPZ growth: the recent exact result  and its tail via replica
Atomic Bright Soliton Interferometry
Spin dynamics of the block orbital-selective Mott phase
Dephasing and Relaxation of Bosons in 1D: Newton's Cradle Revisited
Vortex core ordering in Abrikosov lattices
Monte Carlo Studies of Quantum Critical Metals
Bilayer Haldane model: From trivial band insulator to fractionalized  quantum anomalous Hall insulator
Scale-invariance as the cause of the superconducting dome in the  cuprates
Creating, probing, and manipulating fractionally charged excitations of  fractional Chern insulators in optical lattices
Tracking the quantized information transfer at the edge of a chiral  Floquet phase
Spin-orbit coupled systems in the "atomic" limit: rhenates, osmates,  iridates
Symmetry breaking and unconventional charge ordering in single crystal  Na$_{2.7}$Ru$_4$O$_9$
Intrinsic charge dynamics in high-Tc AFeAs(O,F) superconductors
Observation of transition from semiconducting to metallic ground state  in high-quality single crystalline FeSi
A Field Guide to Spin Liquids
Twistable electronics with dynamically rotatable heterostructures
Generalized one-band model based on Zhang-Rice singlets for Tetragonal  CuO
Charge self-consistent many-body corrections using optimized projected  localized orbitals
Metastable and Unstable Cellular Solidification of Colloidal Suspensions
Two-Stage Proximity-Induced Gap-Opening in Topological Insulator -  Insulating Ferromagnet (Bi$_x$Sb$_{1-x}$)$_2$Te$_3$ - EuS Bilayers
XPS depth profiling analysis of crystalline tantalum pentoxide films
Geometric frustration induces the transition between rotation and  counterrotation in swirled granular media
Charge density wave behavior and order-disorder in the antiferromagnetic  metallic series Eu(Ga_1-xAl_x)_4
Magnetic exchange fields and domain wall superconductivity at an  all-oxide superconductor / ferromagnet insulator interface
Spin absorption by in situ deposited nanoscale magnets on graphene spin  valves
Intrinsic Spin and Orbital Hall Effects from Orbital Texture
Residual Entropy and Refinement of the Third-Law Expression
Crystal Growth and Characterization of Bulk Sb2Te3Topological Insulator
Band Gap tunability in One-dimensional system
Fast phase-modulated optical lattice for wave packet engineering
Spin Seebeck effect in $\varepsilon$-Fe$_2$O$_3$ thin layer with high  coercive field
Quantum Oscillations and Magnetoresistance in Type-II Weyl Semimetals -  Effect of a Field Induced Charge Density Wave
Floquet prethermalization in periodically driven classical spin systems
A microscopic field theoretical approach for binary mixtures of active  and passive particles
Smallest Neural Network to Learn the Ising Criticality
Magnons versus electrons in thermal spin transport through metallic  interfaces
Coupled Wire Model of Z4 Orbifold Quantum Hall States
Thermoelastic enhancement of the magnonic spin Seebeck effect in thin  films and bulk samples
Vibrational and dielectric properties of the bulk transition metal  dichalcogenides
Theory of energy spectra in superfluid He-4 counterflow turbulence
Effective squirmer models for self-phoretic chemically active spherical  colloids
Magnetic phase diagram of the strongly frustrated quantum spin chain  system PbCuSO$_4$(OH)$_2$ in tilted magnetic fields
Emergence of Topological insulator and Nodal line semi-metal states in  XX'Bi (X=Na, K, Rb, Cs; X'=Ca, Sr)
Polymorphism in Bi-based perovskite oxides: a first-principles study
The Basic and the Charge Density Wave Modulated Structures of NbS3-II
Dark states in a carbon nanotube quantum dot
Dirac points, spinons and spin liquid in twisted bilayer graphene
Topological entanglement entropy of three-dimensional Kitaev model
The lower symmetry electron-density distribution and the charge  transport anisotropy in cubic dodecaboride LuB12
Phase transition, scaling of moments, and order-parameter distributions  in Brownian particles and branching processes with finite-size effects
Model-free reconstruction of magnetic correlations in frustrated magnets
Superconductivity in intercalated buckled two-dimensional materials:  KGe$_2$
Structure and energetics of carbon, hexagonal boron nitride and  carbon/hexagonal boron nitride single-layer and bilayer nanoscrolls
Ideal glass states are not purely vibrational: Insight from randomly  pinned glasses
Defect physics in complex energy materials
Exact Results on Itinerant Ferromagnetism and the 15-puzzle Problem
A universal description of III-V/Si epitaxial growth processes
Hybrid sound modes in one-dimensional quantum liquids
Large Deviations of Convex Hulls of Self-Avoiding Random Walks
Ultracold molecules for quantum simulation: rotational coherences in CaF  and RbCs
$q$-deformed Fermion in Many-Particle Systems and Its Application to BCS  Theory
Antisite pairs suppress the thermal conductivity of BAs
Interaction of Individual Skyrmions in Nanostructured Cubic Chiral  Magnet
Quantum-impurity relaxometry of magnetization dynamics
Magnon excitations and quantum critical behavior of the ferromagnet  U$_4$Ru$_7$Ge$_6$
Geometric stiffening and softening of an indented floating thin film
A quantum Monte Carlo study of the long-ranged site-diluted XXZ-model as  realized by polar molecules
Integer and Fractional Quantum Hall effect in Ultra-high Quality  Few-layer Black Phosphorus Transistors
Phase Transition on the Classical Dimer Model on a 3-4 Lattice
All-to-all connected networks by multi-frequency excitation of  polaritons
Unambiguous connection between the Fermi surface topology and the  pseudogap in Bi$_{2}$Sr$_2$CaCu$_2$O$_{8+d}$
Symmetry Protected Topological Metals
2D Rutherford-Like Scattering in Ballistic Nanodevices
Effect of Substrate Temperature on Structural and Magnetic Properties of  c-axis Ori-ented Spinel Ferrite Ni0.65Zn0.35Fe2O4 (NZFO) Thin Films
Cooperative Charge Pumping and Enhanced Skyrmion Mobility
Magnetic Tunnel Junction Performance Under Mechanical Strain
Spatially modulated susceptibility in thin film La$_{2-x}$Ba$_x$CuO$_4$
Analysis of Misorientation Relationships between Austenite Parents and  Twins
Electronic, optical and transport properties of van der Waals  Transition-metal Dichalcogenides Heterostructures: A First-principle Study
Bare and Polymer Coated Iron Oxide Superparamagnetic Nanoparticles for  Effective Removal of U (VI) from Acidic and Neutral Aqueous Medium
Signatures of a non-thermal metastable state in copropagating quantum  Hall edge channels
A new ab initio modeling scheme for ion self-diffusion coefficient  applied for ε-Cu3Sn phase of Cu-Sn alloy
Computational Homogenization of Polycrystals
Steady state velocity distribution of driven granular gases
Co-existence of classical snake states and Aharanov-Bohm oscillations  along graphene p-n junctions
Anharmonicity-induced isostructural phase transition of Zirconium under  pressure
Indentation load-depth relation for an elastic layer with surface  tension
Collaboration and Competition Between Richtmyer-Meshkov instability and  Rayleigh-Taylor instability
Microliter viscometry using a bright-field microscope: $η$-DDM
Optical cooling of magnons
Zigzag spin chains in the spin-5/2 antiferromagnet Ba$_2$Mn(PO$_4)_2$
Complex energy landscapes in spiked-tensor and simple glassy models:  ruggedness, arrangements of local minima and phase transitions
Micro-thermocouple on nano-membrane: thermometer for nanoscale  measurements
Graphene deflectometry for sensing molecular processes at the nanoscale
Mean-field model for the density of states of jammed soft spheres
Machine learning of phase transitions in the percolation and XY models
New optimization scheme to obtain interaction potentials for oxide  glasses
In-situ tuning of individual position-controlled nanowire quantum dots  via laser-induced intermixing
Quantifying Confidence in DFT Predicted Surface Pourbaix Diagrams and  Associated Reaction Pathways for Chlorine Evolution
A Modified Smoothed Particle Hydrodynamics Approach for Modelling  Dynamic Contact Angle Hysteresis
Universal Limits of Thermopower and Figure of Merit from Transport  Energy Statistics
Josephson currents in chaotic quantum dots
Experimental TDPAC and Theoretical DFT Study of Structural, Electronic,  and Hyperfine Properties in ($^{111}$In-->) $^{111}$Cd-Doped SnO$_2$  Semiconductor: Ab Initio Modeling of the Electron-Capture-Decay After-Effects  Phenomenon
Controllable Majorana fermions on domain walls of a magnetic topological  insulator
Connecting higher-order topological insulators to lower-dimensional  topological insulators
SO($N$) singlet projection model on the kagome lattice
Dislocation-induced thermal transport anisotropy in single-crystal  group-III nitride films
Renormalization group theory of effective field theory models in low  dimensions
Static density response of one-dimensional soft bosons across the  clustering transition
Stabilization mechanism of tetragonal structure in hydrothermal  synthesized BaTiO$_3$ nanocrystal
Single electron transport and possible quantum computing in 2D materials
Modeling size controlled nanoparticle precipitation with the co-solvency  method by spinodal decomposition
Simulating Copolymeric Nanoparticle Assembly in the Co-solvent Method:  How Mixing Rates Control Final Particle Sizes and Morphologies
Superconductivity in REO0.5F0.5BiS2 with high-entropy-alloy-type  blocking layers
Self-assembly of polymeric particles in Poiseuille flow: A hybrid  Lattice Boltzmann / External Potential Dynamics simulation study
Ab initio study of energetics and structures of heterophase interfaces:  from coherent to semicoherent interfaces
Influence of crystal structure on charge carrier effective masses in  BiFeO$_3$
Self-diffusion in single-component Yukawa fluids
The Single Big Jump Principle in Physical Modelling
Nonreciprocal microwave transmission based on Gebhard-Ruckenstein  hopping
Effective potential and quantum criticality for imbalanced Fermi  mixtures
Bosonic Topological Excitations from the Instability of a Quadratic Band  Crossing
Local magnetic moments and electronic transport in a quadruple quantum  dot ring at and away from equilibrium
Insights into the formation mechanism of two-dimensional lead halide  nanostructures
High Performance n- and p-Type Field-Effect Transistors Based on  Hybridly Surface-Passivated Colloidal PbS Nanosheets
Halogens in the synthesis of colloidal semiconductor nanocrystals
A New Synthesis Approach for Carbon Nitrides: Poly (Triazine Imide) and  Its Photocatalytic Properties
Putative magnetic quantum criticality in  (Sr$_{\text{1-x}}$La$_{\text{x}}$)$_{\text{3}}$Ir$_{\text{2}}$O$_{\text{7}}$
Optical visibility and core structure of vortex filaments in a bosonic  superfluid
Van der Waals spin valves
Universal phase diagram and scaling functions of imbalanced Fermi gases
Superconductivity from Meissner Effect and Zero Resistivity in a Phenyl  Molecule
Time-Resolved Mechanical Spectroscopy of Soft Materials via Optimally  Windowed Chirps
Charge Regulating Macro-ions in Salt Solutions: Screening Properties and  Electrostatic Interactions
Glassy dynamics due to a trajectory phase transition in dissipative  Rydberg gases
Snapping of Bistable, Prestressed Cylindrical Shells
Unconventional field induced phases in a quantum magnet formed by free  radical tetramers
Localization transitions and mobility edges in coupled Aubry-André  chains
Hidden entropy production and work fluctuations in an ideal active gas
Dynamic finite-size scaling after a quench at quantum transitions
Signature of Fermi arc surface states in Andreev reflection at the  WTe$_2$ Weyl semimetal surface
General method for atomistic spin-lattice dynamics with first principles  accuracy
Hubbard model physics in transition metal dichalcogenide moiré bands
Microscopic origin of frictional rheology in dense suspensions:  correlations in force space
Phases of a phenomenological model of twisted bilayer graphene
Entanglement Hamiltonian of Interacting Fermionic Models
Quantized zero bias conductance plateau in semiconductor-superconductor  heterostructures without non-Abelian Majorana zero modes
Majorana bound state engineering via efficient real-space parameter  optimization
Self-Modulation Doping Effect in the High-Mobility Layered Semiconductor  Bi2O2Se
Crystal-field effects in graphene with interface-induced spin-orbit  coupling
Charge density wave and charge pump of interacting fermions in  circularly shaken hexagonal optical lattices
Electromagnon in Y-type hexaferrite BaSrCoZnFe$_{11}$AlO$_{22}$
Wrinkles in soft dielectric plates
Floquet Engineering of Quantum Materials
Encounter-controlled coalescence and annihilation on a one-dimensional  growing domain
Pressure effects on the structural and superconducting transitions in  La3Co4Sn13
Canted antiferromagnetism in phase-pure CuMnSb
Microwave non-reciprocity of magnon excitations in a non-centrosymmetric  antiferromagnet Ba$_2$MnGe$_2$O$_7$
Spin-orbit coupling induced quantum droplet in ultracold Bose-Fermi  mixtures
Radiation Pressure Quantization
Amorphous complexions enable a new region of high temperature stability  in nanocrystalline Ni-W
Purely electronic nanometallic ReRAM
Spinon Fractionalization from Dynamic Structure Factor of Spin-1/2  Heisenberg Antiferromagnet on the Kagome Lattice
Revealing the Micro-Structure of the Giant Component in Random Graph  Ensembles
Regimes of wrinkling in an indented floating elastic sheet
High-temperature operation of a silicon qubit
Conductance resonances and crossing of the edge channels in the quantum  Hall ferromagnet state of Cd(Mn)Te microstructures
Control of Spin-Exchange Interaction between Alkali-Earth Atoms via  Confinement-Induced Resonances in a Quasi 1+0 Dimensional System
Thermal rectification in a double quantum dots system with polaron  effect
Two-phonon Raman bands of single-walled carbon nanotubes: a case study
First principle investigation of Tunnel FET based on nanoribbons from  topological two-dimensional material
Highly conductive PdCoO2 ultrathin films for transparent electrodes
Synthesis and magnetic properties of spin-$\frac{3}{2}$ $γ$-phase  of SrCo$_{2}$(PO$_{4}$)$_{2}$ antiferromagnet
A mystery of "sluggish diffusion" in high-entropy alloys: the truth or a  myth?
Fermionic formalism for driven-dissipative multi-level systems
Machine learning algorithms based on generalized Gibbs ensembles
High resolution electron microscopy for heterogeneous catalysis research
Absence of superconductivity in iron polyhydrides at high pressures
Theory of the inverse spin galvanic effect in quantum wells
Engineering and improving the magnetic properties of thin Fe layers  through exchange coupling with hard magnetic Dysprosium layers
Theoretical prediction of thermal polarisation
Effective two-dimensional model for granular matter with phase  separation
Phosphorus oxide gate dielectric for black phosphorus field effect  transistors
Interacting Topological Insulators with Synthetic Dimensions
Role of intra-band transitions in photo-carrier generation
Instability of toroidal nematics
Microscopic Description of Thermodynamics of Lipid Membrane at  Liquid-Gel Phase Transition
Necessary and sufficient condition for quantum adiabaticity in a driven  one-dimensional impurity-fluid system
Single atom force measurements: mapping potential energy landscapes via  electron beam induced single atom dynamics
Search for Food of Birds, Fish and Insects
Asymmetric and symmetric exchange in a generalized 2D Rashba ferromagnet
Staircase in magnetization and entanglement entropy of spin squeezed  condensates
Superconducting Phases in Lithium Decorated Graphene LiC 6
Conversion of Heat into Charge Current by the Spin Wave Anomalous Nernst  Effect
Field induced nucleation in nano-structures
Universal renormalization group flow toward perfect Fermi-surface  nesting driven by enhanced electron-electron correlations in monolayer  vanadium diselenide
On the nature of the glass transition in atomistic models of glass  formers
Computational study on the half-metallicity in transition  metal-oxide-incorporated 2D g-C3N4 nanosheets
Nonreciprocal spin Seebeck effect in antiferromagnets
Quantum phase transition without gap opening
Quantum Lattice Contraction Induced by Transient Raman Process
Quantum phase transition modulation in an atomtronic Mott switch
Atomic and electronic reconstruction at van der Waals interface in  twisted bilayer graphene
Decoupled superconductivity and tunable quantum critical points in  Al-doped CrAs
Cascade of transitions in molecular information theory
Dimensionally mixed coupled collective modes
Macroscopic Quantum Violation of Fluctuation-Dissipation Theorem in  Equilibrium
Spontaneous thermal Hall effect in three-dimensional chiral  superconductors with gap nodes
Interplay between structure and magnetism in the low-dimensional spin  system $K(C_8H_{16}O_4)_2CuCl_3{*}H_2O$
Exploring the possibilities of dynamical quantum phase transitions in  the presence of a Markovian bath
Time Evolution of an Infinite Projected Entangled Pair State: an  Algorithm from First Principles
Effective g factor of 2D holes in strained Ge quantum wells
